id,MakeText,TypeName,TypeNameFull,ModelText,ModelTypeText,Properties,InteriorColorText,ConsumptionRatingText,Km,BodyColorText,TransmissionTypeText,Seats,DriveTypeText,City,Ccm,FirstRegMonth,FirstRegYear,FuelTypeText,ConsumptionTotalText,Co2EmissionText,Hp,Doors,BodyTypeText,ConditionTypeText
35.0,MERCEDES-BENZ,CLS 500,MERCEDES-BENZ CLS 500,CLS 500,CLS 500,"\"Ab MFK\"",beige,G,95400,anthrazit mét.,Automat sequentiell,4,Hinterradantrieb,Zuzwil,4966,1,2005,Benzin,12.1 l/100km,290 g/km,306,4,,Limousine
366.0,MASERATI,Quattroporte 4.7 S,MASERATI Quattroporte 4.7 S,QUATTROPORTE,Quattroporte 4.7 S,"\"Ab MFK\"",schwarz,G,29000,grau mét.,Automat sequentiell,5,Hinterradantrieb,Zuzwil,4691,11,2010,Benzin,15.7 l/100km,365 g/km,431,4,,Limousine
463.0,BMW,740i,BMW 740i,740,740i,"\"Ab MFK\"",beige,null,63000,rot,Automat,5,Hinterradantrieb,Zuzwil,4398,2,1998,Benzin,13.3 l/100km,317 g/km,286,4,,Limousine
612.0,MERCEDES-BENZ,CL 500,MERCEDES-BENZ CL 500,CL 500,CL 500,"\"Ab MFK\"",null,G,27800,schwarz mét.,Automat,4,Hinterradantrieb,Zuzwil,4966,1,2001,Benzin,12.5 l/100km,299 g/km,299,2,,Coupé
748.0,MERCEDES-BENZ,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,SL 65 AMG,SL 65 AMG,"\"Ab MFK\"",grau,G,33613,schwarz mét.,Automat,2,Hinterradantrieb,Zuzwil,5981,9,2004,Benzin,15.1 l/100km,null,612,2,,Cabriolet
100.0,FERRARI,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,F360,F360 Modena Berlinetta,"\"Ab MFK\"",beige,G,42600,blau mét.,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3586,2,2004,Benzin,19.3 l/100km,440 g/km,400,2,,Coupé
32.0,AUDI,A8 4.2 quattro,AUDI A8 4.2 quattro,A8,A8 4.2 quattro,null,schwarz,null,125400,anthrazit mét.,Automat,5,Allrad,Zuzwil,4172,9,1997,Benzin,13.5 l/100km,322 g/km,300,4,,Limousine
543.0,BMW,M3,BMW M3,M3,M3,null,schwarz,null,88000,schwarz,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2301,10,1987,Benzin,null,null,195,2,,Limousine
545.0,DAIMLER,V8 4.0,DAIMLER V8 4.0,V8,V8 4.0,"\"Ab MFK\"",beige,G,100,schwarz,Automat,5,Hinterradantrieb,Zuzwil,3996,5,1998,Benzin,11.9 l/100km,285 g/km,284,4,,Limousine
716.0,BMW,540i,BMW 540i,540,540i,"\"Ab MFK\"",schwarz,G,141000,schwarz mét.,Automat,5,Hinterradantrieb,Zuzwil,4398,7,1996,Benzin,12.5 l/100km,298 g/km,286,4,,Limousine
770.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,21400,schwarz mét.,Automat sequentiell,5,Allrad,Zuzwil,4172,7,2002,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
1089.0,PORSCHE,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,10,weiss,Automat sequentiell,5,Allrad,Zuzwil,4511,1,2007,Benzin,15.7 l/100km,378 g/km,450,5,,SUV / Geländewagen
138.0,MERCEDES-BENZ,SL 320,MERCEDES-BENZ SL 320,SL 320,SL 320,"\"Ab MFK\"",schwarz,G,25100,blau mét.,Automat,2,Hinterradantrieb,Zuzwil,3199,4,2000,Benzin,11.5 l/100km,274 g/km,224,2,,Cabriolet
173.0,MASERATI,Quattroporte 4.2,MASERATI Quattroporte 4.2,QUATTROPORTE,Quattroporte 4.2,"\"Ab MFK\"",null,G,62700,blau mét.,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4244,6,2004,Benzin,18.9 l/100km,443 g/km,400,4,,Limousine
859.0,FERRARI,F360 Spider,FERRARI F360 Spider,F360,F360 Spider,"\"Ab MFK\"",beige,null,55800,silber,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,3586,2,2003,Benzin,19.3 l/100km,440 g/km,400,2,,Cabriolet
154.0,AUDI,A6 4.2 V8 quattro,AUDI A6 4.2 V8 quattro,A6,A6 4.2 V8 quattro,"\"Ab MFK\"",beige,G,62000,blau mét.,Automat sequentiell,5,Allrad,Zuzwil,4163,3,2004,Benzin,11.6 l/100km,278 g/km,335,4,,Limousine
172.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",beige,G,47600,blau mét.,Automat sequentiell,5,Allrad,Zuzwil,4172,7,2002,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
188.0,RENAULT,Alpine A310 V6,RENAULT Alpine A310 V6,ALPINE,Alpine A310 V6,"\"Ab MFK\"",blau,null,77300,blau mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2664,6,1978,Benzin,null,null,150,2,,Coupé
352.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",anthrazit,G,42600,grau mét.,Automat sequentiell,5,Allrad,Zuzwil,4172,6,2003,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
715.0,PORSCHE,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,85200,schwarz mét.,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,6,2003,Benzin,12.9 l/100km,309 g/km,420,2,,Coupé
1070.0,BENTLEY,Continental GT Speed 6.0,BENTLEY Continental GT Speed 6.0,CONTINENTAL,Continental GT Speed 6.0,"\"Ab MFK\"",schwarz,G,5000,silber mét.,Automat,4,Allrad,St. Gallen,5998,9,2015,Benzin,14.5 l/100km,338 g/km,635,2,,Coupé
189.0,BMW,M3,BMW M3,M3,M3,"\"Ab MFK\"",schwarz,G,142000,blau mét.,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,3246,3,2002,Benzin,13.6 l/100km,328 g/km,343,2,,Cabriolet
258.0,FERRARI,575M,FERRARI 575M,575M,575M,"\"Ab MFK\"",schwarz,G,15900,grau,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5748,12,2006,Benzin,21.8 l/100km,499 g/km,517,2,,Coupé
443.0,MASERATI,Coupé GT,MASERATI Coupé GT,COUPÉ GT,Coupé GT,"\"Ab MFK\"",braun,null,41800,rot,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,4244,3,2005,Benzin,17.5 l/100km,400 g/km,390,2,,Coupé
510.0,MERCEDES-BENZ,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,CLK 55 AMG,CLK 55 AMG Avantgarde,"\"Ab MFK\", \"Direkt-/Parallelimport\"",mehrfarbig,G,92300,schwarz,Automat,4,Hinterradantrieb,Zuzwil,5439,2,2003,Benzin,12.3 l/100km,295 g/km,367,2,,Cabriolet
547.0,BMW,528i Touring,BMW 528i Touring,528,528i Touring,"\"Ab MFK\"",schwarz,G,38000,schwarz,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,2793,4,1997,Benzin,9.7 l/100km,230 g/km,193,5,,Kombi
81.0,NSU,TTS,NSU TTS,,TTS,"\"Ab MFK\"",schwarz,null,75000,blau,Schaltgetriebe,4,null,Zuzwil,0,7,1971,null,null,null,70,0,,Limousine
847.0,FERRARI,599 GTB,FERRARI 599 GTB,599,599 GTB,null,grau,G,26000,silber,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,5999,4,2008,Benzin,17.9 l/100km,415 g/km,620,2,,Coupé
1007.0,PORSCHE,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,91600,silber mét.,Automat,5,Allrad,Zuzwil,4511,4,2004,Benzin,15.7 l/100km,378 g/km,450,5,,SUV / Geländewagen
477.0,MERCEDES-BENZ,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",schwarz,null,68900,rot,Automat,2,Hinterradantrieb,Zuzwil,5984,5,1993,Benzin,null,null,394,2,,Cabriolet
779.0,MASERATI,Coupé GT,MASERATI Coupé GT,COUPÉ GT,Coupé GT,"\"Ab MFK\"",blau,null,23200,schwarz mét.,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,4244,10,2002,Benzin,17.5 l/100km,400 g/km,390,2,,Coupé
889.0,MERCEDES-BENZ,S 600 L,MERCEDES-BENZ S 600 L,S 600,S 600 L,"\"Ab MFK\"",beige,G,48100,silber mét.,Automat,5,Hinterradantrieb,Zuzwil,5513,1,2003,Benzin,14.8 l/100km,355 g/km,500,4,,Limousine
1056.0,DATSUN,ZX,DATSUN 280 ZX,280,280 ZX,"\"Ab MFK\"",rot,null,50300,silber mét.,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,2753,3,1981,Benzin,null,null,140,3,,Coupé
252.0,MERCEDES-BENZ,E 320 Elégance 4-Matic,MERCEDES-BENZ E 320 Elégance 4-Matic,E 320,E 320 Elégance 4-Matic,"\"Ab MFK\"",grau,G,83900,grau,Automat,5,Allrad,Zuzwil,3199,3,2000,Benzin,11.1 l/100km,266 g/km,224,4,,Limousine
344.0,FERRARI,456 GTA,FERRARI 456 GTA,456,456 GTA,"\"Ab MFK\"",beige,null,32500,grau mét.,Automat,4,Hinterradantrieb,Zuzwil,5474,11,1997,Benzin,22.3 l/100km,520 g/km,442,2,,Coupé
391.0,PORSCHE,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\", \"Tuning\"",schwarz,G,38600,grün mét.,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,4,2003,Benzin,12.9 l/100km,309 g/km,420,2,,Coupé
837.0,ALFA ROMEO,1300 Junior,ALFA ROMEO GT 1300 Junior,GT,GT 1300 Junior,null,schwarz,null,79380,silber,Schaltgetriebe manuell,5,null,Zuzwil,1290,6,1972,Benzin,null,null,0,2,,Limousine
914.0,ASTON MARTIN,DB7 Vantage Volante,ASTON MARTIN DB7 Vantage Volante,DB7,DB7 Vantage Volante,"\"Ab MFK\"",mehrfarbig,G,29000,silber mét.,Automat,4,Hinterradantrieb,Zuzwil,5935,4,2004,Benzin,19.7 l/100km,472 g/km,416,2,,Cabriolet
1015.0,MERCEDES-BENZ,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,ML 400,ML 400 CDI,"\"Ab MFK\"",schwarz,G,87800,silber mét.,Automat,5,Allrad,Zuzwil,3996,11,2002,Diesel,10.9 l/100km,288 g/km,250,5,,SUV / Geländewagen
375.0,MERCEDES-BENZ,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic,ML 63 AMG,ML 63 AMG 4Matic,"\"Ab MFK\"",schwarz,G,13300,grün,Automat sequentiell,5,Allrad,Zuzwil,6209,3,2007,Benzin,16.5 l/100km,392 g/km,510,5,,SUV / Geländewagen
428.0,CHEVROLET,Corvette ZR1,CHEVROLET Corvette ZR1,CORVETTE,Corvette ZR1,"\"Ab MFK\"",schwarz,G,6300,grün mét.,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,6162,6,2009,Benzin,15.0 l/100km,355 g/km,647,2,,Coupé
699.0,HYUNDAI,Coupé 2.7 24V FX,HYUNDAI Coupé 2.7 24V FX,COUPÉ,Coupé 2.7 24V FX,"\"Ab MFK\"",schwarz,G,26900,schwarz mét.,Schaltgetriebe manuell,4,Vorderradantrieb,Zuzwil,2656,4,2007,Benzin,9.9 l/100km,236 g/km,167,3,,Coupé
73.0,JAGUAR,XJ8 4.2 V8 Sovereign,JAGUAR XJ8 4.2 V8 Sovereign,XJ,XJ8 4.2 V8 Sovereign,"\"Ab MFK\"",beige,G,74000,blau,Automat,5,Hinterradantrieb,Zuzwil,4196,11,2007,Benzin,11.4 l/100km,269 g/km,298,4,,Limousine
1037.0,TRIUMPH,Sprint,TRIUMPH Dolomite Sprint,Dolomite,Dolomite Sprint,"\"Ab MFK\"",schwarz,null,12800,silber mét.,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,1997,7,1977,Benzin,null,null,128,4,,Limousine
1117.0,HUMMER,H3 3.7 Adventure,HUMMER H3 3.7 Adventure,H3,H3 3.7 Adventure,"\"Ab MFK\"",schwarz,G,150,weiss,Schaltgetriebe manuell,5,Allrad,Zuzwil,3653,11,2008,Benzin,13.8 l/100km,327 g/km,245,5,,SUV / Geländewagen
332.0,RENAULT,1600S VC,RENAULT Alpine A110 1600S VC,Alpine A110,Alpine A110 1600S VC,"\"Ab MFK\"",schwarz,null,34900,grau mét.,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,1605,7,1972,Benzin,null,null,124,2,,Coupé
450.0,PORSCHE,944 S2 Cabriolet ABS,PORSCHE 944 S2 Cabriolet ABS,944,944 S2 Cabriolet ABS,"\"Ab MFK\"",beige,null,148600,rot,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2989,4,1990,Benzin,null,null,211,2,,Cabriolet
525.0,BMW,M5,BMW M5,M5,M5,"\"Ab MFK\"",schwarz,G,15300,schwarz,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4395,9,2013,Benzin,9.9 l/100km,231 g/km,575,4,,Limousine
662.0,PORSCHE,911 Carrera,PORSCHE 911 Carrera,911,911 Carrera,"\"Ab MFK\"",braun,null,108500,schwarz mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3163,2,1984,Benzin,null,null,231,2,,Coupé
809.0,ROLLS-ROYCE,null,ROLLS-ROYCE Silver Spur,Silver Spur,Silver Spur,"\"Ab MFK\"",beige,null,73800,schwarz mét.,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,6747,9,1988,null,null,null,215,4,,Limousine
842.0,MERCEDES-BENZ,C 280 Elégance,MERCEDES-BENZ C 280 Elégance,C 280,C 280 Elégance,"\"Ab MFK\"",schwarz,G,62500,silber,Automat,5,Hinterradantrieb,Zuzwil,2799,6,1997,Benzin,10.2 l/100km,245 g/km,197,5,,Kombi
1001.0,BMW,Turbo,BMW 2002 Turbo,2002,2002 Turbo,"\"Ab MFK\"",schwarz,null,97100,silber mét.,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,1977,3,1974,Benzin,null,null,170,2,,Limousine
361.0,MERCEDES-BENZ,SLK 350,MERCEDES-BENZ SLK 350,SLK 350,SLK 350,"\"Ab MFK\"",schwarz,null,70400,grau mét.,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,3498,3,2008,Benzin,10.6 l/100km,255 g/km,272,2,,Cabriolet
58.0,MERCEDES-BENZ,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",schwarz,G,77700,blau,Automat,2,Hinterradantrieb,Zuzwil,5513,6,2003,Benzin,14.4 l/100km,346 g/km,600,2,,Cabriolet
644.0,MG,6R4 Gruppe B,MG METRO 6R4 Gruppe B,METRO,METRO 6R4 Gruppe B,"\"Ab MFK\"",schwarz,null,2500,schwarz mét.,Schaltgetriebe,2,Allrad,Zuzwil,2991,2,1986,Benzin,null,null,410,2,,Coupé
932.0,FIAT,Stilo 1.8 16V Swiss,FIAT Stilo 1.8 16V Swiss,STILO,Stilo 1.8 16V Swiss,"\"Ab MFK\"",anthrazit,G,28800,silber mét.,Schaltgetriebe manuell,5,Vorderradantrieb,Zuzwil,1747,8,2006,Benzin,8.0 l/100km,190 g/km,133,3,,Limousine
112.0,FORD (USA),Explorer 4.0 Ltd. Edition,FORD (USA) Explorer 4.0 Ltd. Edition,EXPLORER,Explorer 4.0 Ltd. Edition,"\"Ab MFK\"",beige,null,50100,blau mét.,Automat,5,Allrad,Zuzwil,4011,9,1999,Benzin,13.7 l/100km,350 g/km,197,5,,SUV / Geländewagen
785.0,MERCEDES-BENZ,S 600 L,MERCEDES-BENZ S 600 L,S 600,S 600 L,"\"Ab MFK\"",schwarz,null,125000,schwarz mét.,Automat,5,Hinterradantrieb,Zuzwil,5987,1,1996,Benzin,16.9 l/100km,null,394,4,,Limousine
1076.0,MERCEDES-BENZ,S 500,MERCEDES-BENZ S 500,S 500,S 500,"\"Ab MFK\"",schwarz,G,32000,violett mét.,Automat,5,Hinterradantrieb,Zuzwil,4966,10,1999,Benzin,13.4 l/100km,320 g/km,306,4,,Limousine
246.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,39000,grau,Automat sequentiell,5,Allrad,Zuzwil,4172,1,2003,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
387.0,MERCEDES-BENZ,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,SL 63 AMG,SL 63 AMG,"\"Ab MFK\"",schwarz,null,62700,grün,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,6209,6,2008,Benzin,14.1 l/100km,328 g/km,525,2,,Cabriolet
632.0,BENTLEY,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,CONTINENTAL,Continental Supersports Conv.,null,schwarz,G,20000,schwarz mét.,Automat sequentiell,2,Allrad,Zuzwil,5998,1,2011,Bioethanol,16.7 l/100km,388 g/km,630,2,,Cabriolet
688.0,VW,Touareg R50 V10,VW Touareg R50 V10,TOUAREG,Touareg R50 V10,"\"Ab MFK\", \"Tuning\"",schwarz,G,108500,schwarz mét.,Automat,5,Allrad,Zuzwil,4921,4,2008,Diesel,12.6 l/100km,333 g/km,351,5,,SUV / Geländewagen
911.0,PORSCHE,911 GT3,PORSCHE 911 GT3,911,911 GT3,"\"Ab MFK\"",schwarz,null,42500,silber mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3600,3,2000,Benzin,12.9 l/100km,320 g/km,360,2,,Coupé
99.0,BMW,M5,BMW M5,M5,M5,"\"Ab MFK\"",braun,G,62300,blau mét.,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,4941,8,2000,Benzin,13.9 l/100km,336 g/km,400,4,,Limousine
273.0,PORSCHE,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,31000,grau mét.,Automat sequentiell,5,Allrad,Zuzwil,4511,9,2004,Benzin,15.7 l/100km,378 g/km,450,5,,SUV / Geländewagen
553.0,AUDI,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro,RS4,RS4 Avant 4.2 V8 quattro,"\"Ab MFK\"",schwarz,G,117400,schwarz,Schaltgetriebe manuell,5,Allrad,Zuzwil,4163,8,2006,Benzin,13.6 l/100km,326 g/km,420,5,,Kombi
77.0,PORSCHE,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,PANAMERA,Panamera Turbo 4.8,"\"Ab MFK\"",schwarz,G,26800,blau,Automatisiertes Schaltgetriebe,4,Allrad,Zuzwil,4806,1,2010,Benzin,12.2 l/100km,286 g/km,500,5,,Limousine
841.0,MERCEDES-BENZ,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,E 55 AMG,E 55 AMG Avantgarde,"\"Ab MFK\"",schwarz,G,147400,silber,Automat,5,Hinterradantrieb,Zuzwil,5439,2,2004,Benzin,12.9 l/100km,310 g/km,476,4,,Limousine
1099.0,CHEVROLET,C1,CHEVROLET CORVETTE C1,CORVETTE,CORVETTE C1,"\"Ab MFK\"",schwarz,null,67000,weiss,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,5351,1,1961,Benzin,null,null,327,2,,Cabriolet
133.0,MERCEDES-BENZ,E 240 Avantgarde,MERCEDES-BENZ E 240 Avantgarde,E 240,E 240 Avantgarde,"\"Ab MFK\"",schwarz,null,106000,blau mét.,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,2597,3,2003,Benzin,10.5 l/100km,252 g/km,177,4,,Limousine
4.0,CHEVROLET,Corvette Z06,CHEVROLET Corvette Z06,CORVETTE,Corvette Z06,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,G,200,anthrazit,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,6162,6,2015,Benzin,12.7 l/100km,291 g/km,660,2,,Coupé
500.0,JAGUAR,S-Type 4.0 V8,JAGUAR S-Type 4.0 V8,S-TYPE,S-Type 4.0 V8,"\"Ab MFK\"",beige,G,44200,rot,Automat,5,Hinterradantrieb,Zuzwil,3996,1,2000,Benzin,12.5 l/100km,299 g/km,276,4,,Limousine
696.0,MASERATI,Quattroporte 4.2,MASERATI Quattroporte 4.2,QUATTROPORTE,Quattroporte 4.2,"\"Ab MFK\"",beige,G,10600,schwarz mét.,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4244,5,2006,Benzin,15.8 l/100km,370 g/km,400,4,,Limousine
698.0,MERCEDES-BENZ,SL 500 Edition,MERCEDES-BENZ SL 500 Edition,SL 500,SL 500 Edition,"\"Ab MFK\"",schwarz,null,51000,schwarz mét.,Automat,2,Hinterradantrieb,Zuzwil,4966,4,2000,Benzin,12.5 l/100km,300 g/km,306,2,,Cabriolet
836.0,LANCIA,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,DELTA,Delta HF Integrale Evo 4V,"\"Ab MFK\"",beige,null,130300,silber,Schaltgetriebe manuell,5,Allrad,Zuzwil,1994,1,1994,Benzin,null,null,212,5,,Limousine
874.0,FERRARI,575M,FERRARI 575M,575M,575M,"\"Ab MFK\"",grau,G,22500,silber mét.,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5748,3,2005,Benzin,21.8 l/100km,499 g/km,517,2,,Coupé
925.0,MERCEDES-BENZ,CL 600,MERCEDES-BENZ CL 600,CL 600,CL 600,"\"Ab MFK\", \"Direkt-/Parallelimport\"",grau,G,137000,silber mét.,Automat,4,Hinterradantrieb,Zuzwil,5786,2,2002,Benzin,13.4 l/100km,321 g/km,367,2,,Coupé
1041.0,RENAULT,Alpine A310 V6,RENAULT Alpine A310 V6,ALPINE,Alpine A310 V6,"\"Ab MFK\"",beige,null,69000,silber mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2664,3,1983,Benzin,null,null,150,2,,Coupé
1116.0,MERCEDES-BENZ,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,"\"Ab MFK\"",grau,G,15800,weiss,Automat sequentiell,4,Hinterradantrieb,Zuzwil,6209,9,2007,Benzin,14.5 l/100km,345 g/km,515,4,,Limousine
1123.0,BENTLEY,Continental GT 6.0,BENTLEY Continental GT 6.0,CONTINENTAL,Continental GT 6.0,"\"Ab MFK\"",mehrfarbig,G,79700,weiss,Automat,4,Allrad,Zuzwil,5998,7,2004,Benzin,17.1 l/100km,410 g/km,560,2,,Coupé
327.0,MERCEDES-BENZ,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic,ML 63 AMG,ML 63 AMG 4Matic,"\"Ab MFK\"",schwarz,G,88500,grau mét.,Automat sequentiell,5,Allrad,Zuzwil,6209,3,2009,Benzin,16.5 l/100km,392 g/km,510,5,,SUV / Geländewagen
403.0,AUDI,S3 2.0 TFSI quattro,AUDI S3 2.0 TFSI quattro,S3,S3 2.0 TFSI quattro,"\"Ab MFK\"",schwarz,G,34800,grün mét.,Schaltgetriebe manuell,5,Allrad,Zuzwil,1984,4,2010,Benzin,9.1 l/100km,217 g/km,265,3,,Limousine
679.0,AUDI,RS4 Avant 4.2 FSI quattro,AUDI RS4 Avant 4.2 FSI quattro,RS4,RS4 Avant 4.2 FSI quattro,"\"Ab MFK\", \"Direkt-/Parallelimport\"",mehrfarbig,G,34200,schwarz mét.,Automatisiertes Schaltgetriebe,5,Allrad,Zuzwil,4163,3,2013,Benzin,10.7 l/100km,249 g/km,450,5,,Kombi
191.0,AUDI,RS4 Avant quattro,AUDI RS4 Avant quattro,RS4,RS4 Avant quattro,"\"Ab MFK\"",null,G,37800,blau mét.,Schaltgetriebe manuell,5,Allrad,Zuzwil,2671,2,2001,Benzin,12.0 l/100km,288 g/km,380,5,,Kombi
401.0,PORSCHE,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,77600,grün mét.,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,2,2002,Benzin,12.9 l/100km,309 g/km,420,2,,Coupé
648.0,BMW,M6,BMW M6,M6,M6,"\"Ab MFK\"",schwarz,G,48000,schwarz mét.,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,4999,4,2007,Benzin,15.2 l/100km,366 g/km,507,2,,Cabriolet
1029.0,BENTLEY,Arnage T,BENTLEY Arnage T,ARNAGE,Arnage T,null,schwarz,G,15600,silber mét.,Automat,5,Hinterradantrieb,Basel,6761,3,2006,Benzin,20.6 l/100km,495 g/km,457,4,,Limousine
208.0,BMW,M3,BMW M3,M3,M3,"\"Ab MFK\"",braun,G,46000,bordeaux mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3246,3,2001,Benzin,12.1 l/100km,292 g/km,343,2,,Cabriolet
335.0,MERCEDES-BENZ,S 55 L AMG,MERCEDES-BENZ S 55 L AMG,S-CLASS,S 55 L AMG,"\"Ab MFK\", \"Tuning\"",schwarz,G,73900,grau mét.,Automat,5,Hinterradantrieb,Zuzwil,5439,2,2003,Benzin,13.2 l/100km,317 g/km,500,4,,Limousine
483.0,MERCEDES-BENZ,CL 600,MERCEDES-BENZ CL 600,CL 600,CL 600,"\"Ab MFK\"",braun,G,99999,rot,Automat sequentiell,4,Hinterradantrieb,Zuzwil,5514,4,2007,Benzin,14.3 l/100km,340 g/km,517,2,,Coupé
587.0,FORD,Escort 2.0i RS Cosworth,FORD Escort 2.0i RS Cosworth,ESCORT,Escort 2.0i RS Cosworth,"\"Ab MFK\", \"Tuning\"",mehrfarbig,null,11000,schwarz,Schaltgetriebe manuell,5,Allrad,Zuzwil,1992,4,1994,Benzin,null,null,220,3,,Limousine
661.0,YES!,Roadster 3.2,YES! Roadster 3.2,,Roadster 3.2,"\"Ab MFK\"",schwarz,null,9400,schwarz mét.,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3189,9,2007,Benzin,null,null,255,2,,Cabriolet
701.0,MERCEDES-BENZ,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,SL 65 AMG,SL 65 AMG,"\"Ab MFK\"",grau,G,15300,schwarz mét.,Automat,2,Hinterradantrieb,Zuzwil,5981,3,2005,Benzin,15.1 l/100km,362 g/km,612,2,,Cabriolet
712.0,ALFA ROMEO,166 3.0 V6 24V Super,ALFA ROMEO 166 3.0 V6 24V Super,166,166 3.0 V6 24V Super,"\"Ab MFK\"",grau,null,56400,schwarz mét.,Automatik-Getriebe,5,Vorderradantrieb,Zuzwil,2959,2,1999,Benzin,12.5 l/100km,296 g/km,226,4,,Limousine
782.0,MERCEDES-BENZ,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic,S 350,S 350 L 4Matic,"\"Ab MFK\"",schwarz,G,110800,schwarz mét.,Automat sequentiell,5,Allrad,Zuzwil,3498,1,2010,Benzin,10.6 l/100km,247 g/km,272,4,,Limousine
1130.0,BMW,320d xDrive M-Sportpaket,BMW 320d xDrive M-Sportpaket,320,320d xDrive M-Sportpaket,"\"Ab MFK\"",schwarz,D,110600,weiss,Schaltgetriebe manuell,5,Allrad,Zuzwil,1995,2,2009,Diesel,5.4 l/100km,143 g/km,177,4,,Limousine
