id,MakeText,TypeName,TypeNameFull,ModelText,ModelTypeText,Properties,InteriorColorText,ConsumptionRatingText,Km,BodyColorText,TransmissionTypeText,Seats,DriveTypeText,City,Ccm,FirstRegMonth,FirstRegYear,FuelTypeText,ConsumptionTotalText,Co2EmissionText,Hp,Doors,BodyTypeText,ConditionTypeText
1112.0,BENTLEY,Red Label,BENTLEY ARNAGE Red Label,ARNAGE,ARNAGE Red Label,"\"Ab MFK\"",beige,null,85700,weiss,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,6750,10,2000,Benzin,null,null,405,4,,Limousine
125.0,AUDI,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\", \"Direkt-/Parallelimport\"",mehrfarbig,G,114200,blau mét.,Automat,5,Allrad,Zuzwil,4991,7,2008,Benzin,14.0 l/100km,333 g/km,580,5,,Kombi
378.0,FERRARI,456M GTA,FERRARI 456M GTA,456,456M GTA,"\"Ab MFK\"",blau,G,92000,grün,Automat,4,Hinterradantrieb,Zuzwil,5474,8,1999,Benzin,22.3 l/100km,520 g/km,442,2,,Coupé
461.0,PORSCHE,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,911,911 Turbo S Cabrio,"\"Ab MFK\"",braun,G,9900,rot,Automatisiertes Schaltgetriebe,4,Allrad,Zuzwil,3800,4,2014,Benzin,9.9 l/100km,231 g/km,560,2,,Cabriolet
652.0,PORSCHE,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,911,911 Carrera Cabrio,"\"Ab MFK\"",mehrfarbig,null,137700,schwarz mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3163,12,1984,Benzin,null,null,231,2,,Cabriolet
72.0,PORSCHE,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,62900,blau,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,11,2001,Benzin,12.9 l/100km,309 g/km,420,2,,Coupé
724.0,BMW,740i,BMW 740i,740,740i,"\"Ab MFK\"",schwarz,null,65000,schwarz mét.,Automat,5,Hinterradantrieb,Zuzwil,4398,12,1996,Benzin,13.8 l/100km,329 g/km,286,4,,Limousine
900.0,MERCEDES-BENZ,CLK 320 Sport,MERCEDES-BENZ CLK 320 Sport,CLK 320,CLK 320 Sport,"\"Ab MFK\"",blau,G,61000,silber mét.,Automat,4,Hinterradantrieb,Zuzwil,3199,6,1998,Benzin,10.1 l/100km,242 g/km,218,2,,Coupé
974.0,BENTLEY,Arnage T,BENTLEY Arnage T,ARNAGE,Arnage T,"\"Ab MFK\"",schwarz,G,57000,silber mét.,Automat,5,Hinterradantrieb,Zuzwil,6761,12,2003,Benzin,null,null,457,4,,Limousine
1027.0,MERCEDES-BENZ,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,CLK 55 AMG,CLK 55 AMG Avantgarde,"\"Ab MFK\"",schwarz,G,79500,silber mét.,Automat,4,Hinterradantrieb,Zuzwil,5439,6,2000,Benzin,11.7 l/100km,281 g/km,347,2,,Coupé
383.0,BMW,Z4 2.5i Roadster,BMW Z4 2.5i Roadster,Z4,Z4 2.5i Roadster,"\"Ab MFK\"",schwarz,G,103600,grün,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,2494,3,2003,Benzin,8.9 l/100km,216 g/km,192,2,,Cabriolet
59.0,BMW,750i,BMW 750i,750,750i,"\"Ab MFK\"",grau,null,60700,blau,Automat sequentiell,5,Hinterradantrieb,Zuzwil,5379,3,1998,Benzin,14.2 l/100km,327 g/km,327,4,,Limousine
794.0,TALBOT,Sunbeam Lotus,TALBOT Sunbeam Lotus,,Sunbeam Lotus,"\"Ab MFK\"",grau,null,40100,schwarz mét.,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2171,3,1982,Benzin,null,null,150,4,,Coupé
1021.0,RENAULT,1300S,RENAULT Alpine A110 1300S,Alpine A110,Alpine A110 1300S,"\"Ab MFK\"",schwarz,null,9999,silber mét.,Schaltgetriebe,0,Hinterradantrieb,Zuzwil,1296,9,1969,Benzin,null,null,0,2,,Coupé
1092.0,AUDI,A8 4.2 quattro,AUDI A8 4.2 quattro,A8,A8 4.2 quattro,null,schwarz,null,94700,weiss,Automat,5,Allrad,Zuzwil,4172,3,1997,Benzin,13.5 l/100km,322 g/km,300,4,,Limousine
137.0,MERCEDES-BENZ,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,"\"Ab MFK\"",schwarz,G,31400,blau mét.,Automat sequentiell,4,Hinterradantrieb,Zuzwil,5461,5,2011,Benzin,9.9 l/100km,231 g/km,525,4,,Limousine
220.0,PORSCHE,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,911,911 Turbo S Cabrio PDK,"\"Ab MFK\"",schwarz,G,28000,gelb,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,3800,4,2011,Benzin,11.5 l/100km,270 g/km,530,2,,Cabriolet
254.0,CHEVROLET,null,CHEVROLET CORVETTE,CORVETTE,CORVETTE,"\"Ab MFK\"",rot,null,27700,grau,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5730,1,1981,Benzin,null,null,0,2,,Coupé
389.0,MERCEDES-BENZ,S 500 L,MERCEDES-BENZ S 500 L,S 500,S 500 L,"\"Ab MFK\"",schwarz,G,19900,grün mét.,Automat sequentiell,5,Hinterradantrieb,Porrentruy,4663,9,2011,Benzin,9.9 l/100km,231 g/km,520,4,,Limousine
1073.0,RENAULT,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,R5,R5 1400 Alpine Turbo,"\"Ab MFK\"",beige,null,77900,violett mét.,Schaltgetriebe manuell,4,Vorderradantrieb,Zuzwil,1397,3,1982,Benzin,null,null,108,3,,Kleinwagen
110.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\", \"Tuning\"",schwarz,G,81000,blau mét.,Automat,5,Allrad,Zuzwil,4172,10,2002,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
149.0,FERRARI,F430 Spider,FERRARI F430 Spider,F430,F430 Spider,"\"Ab MFK\"",rot,G,53500,blau mét.,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Porrentruy,4308,6,2007,Benzin,18.3 l/100km,420 g/km,486,2,,Cabriolet
17.0,LAND ROVER,Range Rover 4.4TD Vogue,LAND ROVER Range Rover 4.4TD Vogue,RANGE ROVER,Range Rover 4.4TD Vogue,"\"Ab MFK\", \"Direkt-/Parallelimport\"",beige,G,63200,anthrazit mét.,Automat sequentiell,5,Allrad,Zuzwil,4367,1,2012,Diesel,9.4 l/100km,253 g/km,312,5,,SUV / Geländewagen
314.0,VW,New Beetle Cup,VW BEETLE New Beetle Cup,BEETLE,BEETLE New Beetle Cup,"\"Rennwagen\"",null,null,1,grau mét.,Schaltgetriebe,2,Vorderradantrieb,Zuzwil,2792,9,2000,Benzin,null,null,204,2,,Limousine
436.0,MASERATI,Quattroporte 4.2 Exec. GT,MASERATI Quattroporte 4.2 Exec. GT,QUATTROPORTE,Quattroporte 4.2 Exec. GT,"\"Ab MFK\"",beige,G,33600,orange,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4244,3,2006,Benzin,15.8 l/100km,370 g/km,400,4,,Limousine
742.0,MASERATI,GranTurismo S,MASERATI GranTurismo S,GRANTURISMO,GranTurismo S,"\"Ab MFK\"",schwarz,G,45000,schwarz mét.,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,4691,7,2009,Benzin,16.4 l/100km,385 g/km,440,2,,Coupé
875.0,BMW,X1 xDrive 25d Sport Line,BMW X1 xDrive 25d Sport Line,X1,X1 xDrive 25d Sport Line,"\"Ab MFK\"",rot,C,39200,silber mét.,Automat sequentiell,5,Allrad,Zuzwil,1995,9,2012,Diesel,5.5 l/100km,145 g/km,218,5,,SUV / Geländewagen
921.0,BMW,M3 CSL,BMW M3 CSL,M3,M3 CSL,"\"Ab MFK\"",null,G,88000,silber mét.,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,3246,7,2004,Benzin,11.9 l/100km,287 g/km,360,2,,Coupé
956.0,FERRARI,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,F360,F360 Modena Berlinetta,"\"Ab MFK\"",schwarz,G,25000,silber mét.,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3586,11,2000,Benzin,19.3 l/100km,440 g/km,400,2,,Coupé
306.0,VW,Phaeton 4.2 V8 4Motion,VW Phaeton 4.2 V8 4Motion,PHAETON,Phaeton 4.2 V8 4Motion,"\"Ab MFK\"",schwarz,G,119000,grau mét.,Automat sequentiell,5,Allrad,Zuzwil,4172,11,2003,Benzin,12.9 l/100km,310 g/km,335,4,,Limousine
489.0,PORSCHE,GT3 CS,PORSCHE 911 GT3 CS,911,911 GT3 CS,"\"Ab MFK\"",schwarz,null,21100,rot,null,2,null,Zuzwil,3600,1,2001,Benzin,null,null,370,2,,Coupé
654.0,JEEP,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,Grand Cherokee,Grand Cherokee 5.2 Ltd.,"\"Ab MFK\"",schwarz,null,61000,schwarz mét.,Automat,5,Allrad,Zuzwil,5216,6,1997,Benzin,16.5 l/100km,380 g/km,212,5,,SUV / Geländewagen
656.0,MERCEDES-BENZ,SLC,MERCEDES-BENZ 450 SLC,450,450 SLC,"\"Ab MFK\"",beige,null,110200,schwarz mét.,null,0,null,Zuzwil,4520,8,1973,null,null,null,0,0,,Limousine
944.0,FERRARI,F355 Berlinetta,FERRARI F355 Berlinetta,F355,F355 Berlinetta,"\"Ab MFK\"",schwarz,null,29000,silber mét.,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3496,5,1999,Benzin,20.8 l/100km,null,380,2,,Coupé
960.0,MERCEDES-BENZ,S 600 L,MERCEDES-BENZ S 600 L,S 600,S 600 L,"\"Ab MFK\"",schwarz,G,128800,silber mét.,Automat,5,Hinterradantrieb,Zuzwil,5513,6,2003,Benzin,14.8 l/100km,355 g/km,500,4,,Limousine
1079.0,MERCEDES-BENZ,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,ML 400,ML 400 CDI,"\"Ab MFK\"",schwarz,G,148300,weiss,Automat,5,Allrad,Zuzwil,3996,2,2002,Diesel,10.9 l/100km,288 g/km,250,5,,SUV / Geländewagen
1141.0,MERCEDES-BENZ,SL 320,MERCEDES-BENZ SL 320,SL 320,SL 320,"\"Ab MFK\"",beige,null,70600,weiss mét.,Automat,2,Hinterradantrieb,Zuzwil,3199,2,1997,Benzin,13.4 l/100km,317 g/km,231,2,,Cabriolet
230.0,CHRYSLER,Viper RT/10,CHRYSLER Viper RT/10,VIPER,Viper RT/10,"\"Ab MFK\"",grau,null,28600,gelb,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,7986,10,1993,Benzin,null,null,364,2,,Cabriolet
316.0,MERCEDES-BENZ,S 500 L,MERCEDES-BENZ S 500 L,S 500,S 500 L,"\"Ab MFK\"",schwarz,null,128800,grau mét.,Automat,5,Hinterradantrieb,Zuzwil,4973,6,1998,Benzin,15.4 l/100km,353 g/km,320,4,,Limousine
409.0,MERCEDES-BENZ,E 430 Avantgarde,MERCEDES-BENZ E 430 Avantgarde,E 430,E 430 Avantgarde,"\"Ab MFK\"",beige,null,75000,grün mét.,Automat,5,Hinterradantrieb,Zuzwil,4266,2,1998,Benzin,13.9 l/100km,320 g/km,279,4,,Limousine
41.0,MERCEDES-BENZ,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,"\"Ab MFK\"",braun,G,19100,beige mét.,Automat sequentiell,4,Hinterradantrieb,Zuzwil,6209,12,2008,Benzin,14.5 l/100km,345 g/km,515,4,,Limousine
462.0,MERCEDES-BENZ,E 63 AMG CGI,MERCEDES-BENZ E 63 AMG CGI,E 63 AMG,E 63 AMG CGI,"\"Ab MFK\"",anthrazit,G,20100,rot,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,5461,1,2012,Benzin,9.8 l/100km,230 g/km,557,4,,Limousine
488.0,RENAULT,V6,RENAULT ALPINE V6,ALPINE,ALPINE V6,"\"Ab MFK\"",grau,null,82400,rot,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2663,11,1982,Benzin,null,null,150,2,,Coupé
609.0,PORSCHE,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,911,911 Carrera Cabrio,"\"Ab MFK\"",grau,null,81900,schwarz mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3600,8,1996,Benzin,11.9 l/100km,null,285,2,,Cabriolet
611.0,LOTUS,null,LOTUS EUROPA,EUROPA,EUROPA,"\"Ab MFK\"",schwarz,null,62200,schwarz mét.,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,1470,3,1969,Benzin,null,null,0,2,,Coupé
639.0,MERCEDES-BENZ,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",null,G,70000,schwarz mét.,Automat,2,Hinterradantrieb,Zuzwil,5513,4,2003,Benzin,14.4 l/100km,346 g/km,500,2,,Cabriolet
924.0,MERCEDES-BENZ,SL 500,MERCEDES-BENZ SL 500,SL 500,SL 500,"\"Ab MFK\"",anthrazit,G,24400,silber mét.,Automat,2,Hinterradantrieb,Zuzwil,4966,6,2002,Benzin,12.7 l/100km,304 g/km,306,2,,Cabriolet
343.0,MERCEDES-BENZ,SL 500,MERCEDES-BENZ SL 500,SL 500,SL 500,"\"Ab MFK\"",blau,null,106000,grau mét.,Automat,2,Hinterradantrieb,Zuzwil,4973,6,1997,Benzin,14.3 l/100km,328 g/km,320,2,,Cabriolet
422.0,LAND ROVER,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,RANGE ROVER,Range Rover 4.6 HSE,"\"Ab MFK\"",schwarz,null,70000,grün mét.,Automat,5,Allrad,Zuzwil,4554,10,1998,Benzin,16.4 l/100km,398 g/km,218,5,,SUV / Geländewagen
455.0,PORSCHE,Cayenne S,PORSCHE Cayenne S,CAYENNE,Cayenne S,"\"Ab MFK\"",schwarz,G,78400,rot,Automat,5,Allrad,Zuzwil,4806,9,2007,Benzin,13.7 l/100km,329 g/km,385,5,,SUV / Geländewagen
554.0,PORSCHE,911 Carrera Jubilé 40,PORSCHE 911 Carrera Jubilé 40,911,911 Carrera Jubilé 40,"\"Ab MFK\"",schwarz,G,61400,schwarz,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3596,3,2004,Benzin,11.3 l/100km,274 g/km,345,2,,Coupé
692.0,MERCEDES-BENZ,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,SLK 55 AMG,SLK 55 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,G,19400,schwarz mét.,Automat sequentiell,2,Hinterradantrieb,Zuzwil,5461,9,2012,Benzin,8.4 l/100km,195 g/km,422,2,,Cabriolet
728.0,BENTLEY,Arnage Red Label,BENTLEY Arnage Red Label,ARNAGE,Arnage Red Label,"\"Ab MFK\"",null,G,21700,schwarz mét.,Automat,5,Hinterradantrieb,Zuzwil,6761,7,2001,Benzin,19.2 l/100km,456 g/km,405,4,,Limousine
753.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,59000,schwarz mét.,Automat sequentiell,5,Allrad,Zuzwil,4172,1,2003,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
930.0,BMW,M5,BMW M5,M5,M5,"\"Ab MFK\", \"Tuning\"",schwarz,G,31500,silber mét.,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4999,6,2006,Benzin,14.8 l/100km,357 g/km,503,4,,Limousine
962.0,LAND ROVER,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,"\"Ab MFK\"",beige,G,126300,silber mét.,Automat,5,Allrad,Zuzwil,4197,5,2006,Benzin,15.9 l/100km,374 g/km,390,5,,SUV / Geländewagen
1081.0,PORSCHE,Cayenne S,PORSCHE Cayenne S,CAYENNE,Cayenne S,"\"Ab MFK\"",schwarz,null,115000,weiss,Automatik-Getriebe,5,Allrad,Zuzwil,4511,3,2003,Benzin,15.8 l/100km,380 g/km,340,5,,SUV / Geländewagen
1124.0,FERRARI,575M,FERRARI 575M,575M,575M,"\"Ab MFK\"",schwarz,G,39000,weiss,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5748,4,2003,Benzin,21.8 l/100km,499 g/km,517,2,,Coupé
300.0,MERCEDES-BENZ,S 500,MERCEDES-BENZ S 500,S 500,S 500,"\"Ab MFK\"",schwarz,G,112800,grau mét.,Automat,5,Hinterradantrieb,Zuzwil,4966,9,1999,Benzin,12.5 l/100km,299 g/km,299,4,,Limousine
499.0,AUDI,A6 Avant 2.7 T Ambition,AUDI A6 Avant 2.7 T Ambition,A6,A6 Avant 2.7 T Ambition,"\"Ab MFK\", \"Tuning\"",schwarz,null,45000,rot,Schaltgetriebe manuell,5,Vorderradantrieb,Zuzwil,2671,9,2000,Benzin,10.6 l/100km,254 g/km,230,5,,Kombi
51.0,FERRARI,456M GT,FERRARI 456M GT,456,456M GT,"\"Ab MFK\"",grau,G,46500,blau,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,5474,3,2000,Benzin,22.0 l/100km,495 g/km,442,2,,Coupé
555.0,VW,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,PHAETON,Phaeton 6.0 W12 4Motion,"\"Ab MFK\"",grau,G,15900,schwarz,Automat sequentiell,5,Allrad,Zuzwil,5998,11,2002,Benzin,15.6 l/100km,374 g/km,420,4,,Limousine
592.0,BENTLEY,Brooklands,BENTLEY Brooklands,BROOKLANDS,Brooklands,"\"Ab MFK\"",beige,null,124900,schwarz,Automat,5,Hinterradantrieb,Zuzwil,6761,12,1995,Benzin,null,null,250,4,,Limousine
988.0,PGO,Cevennes,PGO Cevennes,,Cevennes,"\"Ab MFK\"",rot,null,3000,silber mét.,Schaltgetriebe,2,null,Zuzwil,0,5,2008,null,null,null,0,0,,Cabriolet
445.0,MERCEDES-BENZ,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,SL 65 AMG,SL 65 AMG,null,null,G,22100,rot,Automat,2,Hinterradantrieb,Zuzwil,5981,5,2005,Benzin,15.1 l/100km,362 g/km,612,2,,Cabriolet
651.0,MERCEDES-BENZ,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",beige,G,29100,schwarz mét.,Automat sequentiell,2,Hinterradantrieb,Zuzwil,5513,1,2008,Benzin,13.9 l/100km,326 g/km,517,2,,Cabriolet
676.0,MERCEDES-BENZ,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",beige,G,34500,schwarz mét.,Automat,2,Hinterradantrieb,Zuzwil,5439,8,2002,Benzin,14.2 l/100km,340 g/km,476,2,,Cabriolet
184.0,MERCEDES-BENZ,McLaren Roadster,MERCEDES-BENZ SLR McLaren Roadster,SLR,SLR McLaren Roadster,"\"Ab MFK\"",schwarz,null,2400,blau mét.,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5439,6,2008,Benzin,null,null,626,2,,Cabriolet
223.0,MERCEDES-BENZ,S 400 CDI,MERCEDES-BENZ S 400 CDI,S 400,S 400 CDI,"\"Ab MFK\"",beige,G,42000,gelb,Automat,5,Hinterradantrieb,Zuzwil,3996,4,2001,Diesel,9.6 l/100km,253 g/km,250,4,,Limousine
328.0,AUDI,S6 quattro 4.2,AUDI S6 quattro 4.2,S6,S6 quattro 4.2,"\"Ab MFK\"",grau,null,54500,grau mét.,Schaltgetriebe manuell,5,Allrad,Zuzwil,4170,5,1998,Benzin,15.4 l/100km,366 g/km,290,4,,Limousine
52.0,MERCEDES-BENZ,CLS 500,MERCEDES-BENZ CLS 500,CLS 500,CLS 500,"\"Ab MFK\"",schwarz,G,51000,blau,Automat sequentiell,4,Hinterradantrieb,Zuzwil,4966,12,2004,Benzin,12.1 l/100km,290 g/km,306,4,,Limousine
529.0,LAMBORGHINI,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,MURCIÉLAGO,Murciélago 6.2 Coupé,"\"Ab MFK\", \"Tuning\"",schwarz,G,49800,schwarz,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,6192,7,2005,Benzin,21.5 l/100km,500 g/km,580,2,,Coupé
597.0,PORSCHE,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,39000,schwarz,Automat sequentiell,5,Allrad,Zuzwil,4806,1,2011,Benzin,11.5 l/100km,270 g/km,500,5,,SUV / Geländewagen
732.0,MERCEDES-BENZ,SL 320,MERCEDES-BENZ SL 320,SL 320,SL 320,"\"Ab MFK\"",schwarz,G,8900,schwarz mét.,Automat,2,Hinterradantrieb,Zuzwil,3199,4,2000,Benzin,11.5 l/100km,274 g/km,224,2,,Cabriolet
816.0,BMW,740iL,BMW 740iL,740,740iL,"\"Ab MFK\"",schwarz,null,18300,schwarz mét.,Automat,5,Hinterradantrieb,Zuzwil,4398,5,1999,Benzin,13.3 l/100km,317 g/km,286,4,,Limousine
848.0,PORSCHE,911 Turbo II,PORSCHE 911 Turbo II,911,911 Turbo II,"\"Ab MFK\"",rot,null,101300,silber,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3297,8,1991,Benzin,null,null,320,2,,Coupé
1077.0,MASERATI,Coupé GT,MASERATI Coupé GT,COUPÉ GT,Coupé GT,"\"Ab MFK\"",beige,null,95300,weiss,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,4244,7,2002,Benzin,17.5 l/100km,400 g/km,390,2,,Coupé
205.0,FERRARI,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,F360,F360 Modena Berlinetta,"\"Ab MFK\"",null,null,30300,bordeaux mét.,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,3586,8,1999,Benzin,19.3 l/100km,440 g/km,400,2,,Coupé
407.0,MERCEDES-BENZ,CLK DTM AMG,MERCEDES-BENZ CLK DTM AMG,,CLK DTM AMG,"\"Ab MFK\"",schwarz,null,16660,grün mét.,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5439,8,2005,Benzin,null,null,582,2,,Limousine
573.0,MERCEDES-BENZ,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition,B 200,B 200 T Sailing Edition,"\"Ab MFK\"",null,G,60500,schwarz,Schaltgetriebe manuell,5,Vorderradantrieb,Zuzwil,2035,8,2006,Benzin,8.1 l/100km,195 g/km,193,5,,Kompaktvan / Minivan
948.0,PORSCHE,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,156000,silber mét.,Automat,5,Allrad,Zuzwil,4511,1,2003,Benzin,15.7 l/100km,378 g/km,450,5,,SUV / Geländewagen
164.0,MERCEDES-BENZ,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,E 55 AMG,E 55 AMG Avantgarde,"\"Ab MFK\"",schwarz,null,35000,blau mét.,Automat,5,Hinterradantrieb,Zuzwil,5439,10,1998,Benzin,12.6 l/100km,301 g/km,354,4,,Limousine
420.0,MERCEDES-BENZ,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",grün,null,12900,grün mét.,Automat,0,Hinterradantrieb,Zuzwil,5987,5,1996,Benzin,15.5 l/100km,370 g/km,394,2,,Cabriolet
484.0,MERCEDES-BENZ,E 63 AMG,MERCEDES-BENZ E 63 AMG,E 63 AMG,E 63 AMG,"\"Ab MFK\"",schwarz,G,29000,rot,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,6209,1,2010,Benzin,12.6 l/100km,295 g/km,525,4,,Limousine
497.0,AUDI,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\"",null,G,38000,rot,Automat,5,Allrad,Zuzwil,4991,9,2010,Benzin,14.0 l/100km,333 g/km,580,5,,Kombi
569.0,AUDI,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,40900,schwarz,Automat sequentiell,5,Allrad,Zuzwil,4172,10,2003,Benzin,14.6 l/100km,350 g/km,450,5,,Kombi
721.0,PORSCHE,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,59500,schwarz mét.,Automatik-Getriebe,4,Allrad,Zuzwil,3600,1,2001,Benzin,12.9 l/100km,309 g/km,420,2,,Coupé
723.0,FERRARI,Challenge GT3 LOOK,FERRARI F430 Challenge GT3 LOOK,F430,F430 Challenge GT3 LOOK,"\"Rennwagen\"",schwarz,null,5000,schwarz mét.,Automatik-Getriebe,0,Hinterradantrieb,Zuzwil,4300,6,2008,Benzin,null,null,489,2,,Coupé
9.0,LOTUS,Elise,LOTUS Elise,ELISE,Elise,"\"Ab MFK\"",anthrazit,G,38200,anthrazit mét.,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,1796,10,2003,Benzin,7.7 l/100km,183 g/km,120,2,,Cabriolet
1128.0,PEUGEOT,Turbo 16V,PEUGEOT 205 Turbo 16V,205,205 Turbo 16V,"\"Ab MFK\"",schwarz,null,58950,weiss,Schaltgetriebe,2,Allrad,Zuzwil,1775,11,1984,Benzin,null,null,200,3,,Coupé
482.0,BENTLEY,Arnage T,BENTLEY Arnage T,ARNAGE,Arnage T,"\"Ab MFK\"",braun,G,62000,rot,Automat,5,Hinterradantrieb,Zuzwil,6761,5,2002,Benzin,20.6 l/100km,495 g/km,457,4,,Limousine
584.0,MERCEDES-BENZ,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,E 50 AMG,E 50 AMG Avantgarde,"\"Ab MFK\"",schwarz,null,70700,schwarz,Automat,5,Hinterradantrieb,Zuzwil,4973,3,1997,Benzin,13.5 l/100km,315 g/km,347,4,,Limousine
700.0,MERCEDES-BENZ,ML 430,MERCEDES-BENZ ML 430,ML 430,ML 430,"\"Ab MFK\"",schwarz,G,16000,schwarz mét.,Automat,5,Allrad,Zuzwil,4266,4,2001,Benzin,14.4 l/100km,345 g/km,272,5,,SUV / Geländewagen
12.0,BMW,X5 4.6is,BMW X5 4.6is,X5,X5 4.6is,"\"Ab MFK\"",schwarz,G,26500,anthrazit mét.,Automat sequentiell,5,Allrad,Zuzwil,4619,11,2002,Benzin,14.9 l/100km,356 g/km,347,5,,SUV / Geländewagen
377.0,MERCEDES-BENZ,E 420 Elégance,MERCEDES-BENZ E 420 Elégance,E 420,E 420 Elégance,"\"Ab MFK\"",beige,null,44000,grün,Automat,5,Hinterradantrieb,Zuzwil,4196,10,1997,Benzin,14.3 l/100km,326 g/km,279,5,,Kombi
812.0,PORSCHE,911 GT2,PORSCHE 911 GT2,911,911 GT2,"\"Ab MFK\", \"Tuning\"",schwarz,G,38200,schwarz mét.,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3600,5,2002,Benzin,12.9 l/100km,309 g/km,462,2,,Coupé
