carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Limousine,brown met.,,,,Zuzwil,,Bmw,,33700.0,kilometer,328,328i,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Mercedes-benz,,79500.0,kilometer,Cl 500,CL 500 4Matic,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Audi,,34650.0,kilometer,Rs4,RS4 Cabriolet 4.2 quattro,false,car,,,l_km_consumption
Limousine,silver,,,,Zuzwil,,Audi,,1350.0,kilometer,Rs4,RS4 4.2 V8 quattro,false,car,,,l_km_consumption
Kleinwagen,blue met.,,,,Zuzwil,,Daihatsu,,61800.0,kilometer,Charade,Charade 1.0 Turbo,false,car,,,
Cabriolet,silver met.,,,,Safenwil,,Triumph,,98320.0,kilometer,Tr3,null,false,car,,,
Coupé,white,,,,Zuzwil,,Delorean,,15000.0,kilometer,,De Lorean DMC-12,false,car,,,
Coupé,blue met.,,,,Zuzwil,,Porsche,,33000.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,yellow,,,,Zuzwil,,Mazda,,158000.0,kilometer,626,626 2.0i-16V HPV,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Mercedes-benz,,118300.0,kilometer,Cls 55 amg,CLS 55 AMG,false,car,,,l_km_consumption
Kombi,blue,,,,Zuzwil,,Audi,,50000.0,kilometer,Rs4,RS4 Avant quattro,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Mercedes-benz,,75200.0,kilometer,Sl 600,SL 600,false,car,,,
Coupé,black met.,,,,Zuzwil,,Maserati,,38900.0,kilometer,Coupé gt,Coupé GT,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,172800.0,kilometer,R5,Alpine Turbo,false,car,,,
SUV / Geländewagen,gray met.,,,,Zuzwil,,Porsche,,127000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Limousine,beige,,,,Zuzwil,,Mercedes-benz,,46000.0,kilometer,S 65 amg,S 65 L / BRABUS T65 S,false,car,,,l_km_consumption
SUV / Geländewagen,blue,,,,Zuzwil,,Lincoln,,130000.0,kilometer,Navigator,32 V,false,car,,,
Coupé,red met,,,,Zuzwil,,Porsche,,100.0,kilometer,911,911 Turbo S,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,100.0,kilometer,911,911 GT3,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Bmw,,29600.0,kilometer,M6,M6,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Mercedes-benz,,72200.0,kilometer,Cl 500,CL 500 Prime Edition,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Porsche,,132600.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Bmw,,82500.0,kilometer,323,323i Sport Edition,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Marcos,,85000.0,kilometer,,1600 GT,false,car,,,
Limousine,red met,,,,Zuzwil,,Mercedes-benz,,33700.0,kilometer,E 50 amg,E 50 AMG Avantgarde,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Maserati,,21500.0,kilometer,Quattroporte,Quattroporte 4.2,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,51800.0,kilometer,Rs4,RS4 Avant quattro,false,car,,,l_km_consumption
Kombi,silver,,,,Zuzwil,,Audi,,144200.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Cabriolet,gold met.,,,,Zuzwil,,Bmw,,78900.0,kilometer,M3,M3,false,car,,,l_km_consumption
Limousine,gray,,,,Zuzwil,,Bentley,,145000.0,kilometer,Arnage,Arnage R,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Mercedes-benz,,33400.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Mercedes-benz,,34500.0,kilometer,E 63 amg,E 63 AMG,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Chrysler,,20000.0,kilometer,Viper,Viper RT/10,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Bmw,,35000.0,kilometer,M3,M3 CSL,false,car,,,l_km_consumption
Limousine,bordeaux met.,,,,Zuzwil,,Mercedes-benz,,128000.0,kilometer,S 500,S 500,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Dodge,,37900.0,kilometer,Viper,null,false,car,,,
Limousine,black,,,,Zuzwil,,Bentley,,111600.0,kilometer,Arnage,Arnage Red Label,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Ford,,64600.0,kilometer,Capri,RS 2600,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Mercedes-benz,,48300.0,kilometer,Cl 55 amg,CL 55 AMG,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,88100.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Aston martin,,68800.0,kilometer,Virage,Virage,false,car,,,
Coupé,green met.,,,,Zuzwil,,Fiat,,131000.0,kilometer,Dino,2400 Coupé,false,car,,,
Coupé,black met.,,,,Zuzwil,,Bmw,,79500.0,kilometer,330,330Ci,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Jaguar,,69200.0,kilometer,S-type,S-Type 4.0 V8,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Mercedes-benz,,75300.0,kilometer,,6.7 BRABUS,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,123400.0,kilometer,C 230,C 230 Elégance,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Maserati,,50300.0,kilometer,Spyder gt,Spyder GT,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Alfa romeo,,81900.0,kilometer,Alfasud,Alfasud 1.5 ti,false,car,,,
Limousine,red,,,,Zuzwil,,Bentley,,60100.0,kilometer,Turbo,Turbo R,false,car,,,
Limousine,black met.,,,,Zuzwil,,Fiat,,80000.0,kilometer,131,Racing / Sport,false,car,,,
Limousine,gray met.,,,,Zuzwil,,Audi,,66300.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Rolls-royce,,30900.0,kilometer,Silver shadow,II,false,car,,,
Limousine,black,,,,Zuzwil,,Mercedes-benz,,121900.0,kilometer,S 55 amg,S 55 AMG,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Renault,,40700.0,kilometer,Alpine a110,1600 SC,false,car,,,
Coupé,blue met.,,,,Zuzwil,,Ferrari,,51200.0,kilometer,575m,575M,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,43000.0,kilometer,S 250,S 250 CDI BlueEff SS,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Saab,,138000.0,kilometer,9-3,9-3 2.0i-16 T SE,false,car,,,l_km_consumption
Coupé,black,,,,Porrentruy,,Lamborghini,,7890.0,kilometer,Murciélago,Murciélago LP640-4 Cpé,false,car,,,l_km_consumption
SUV / Geländewagen,blue,,,,Zuzwil,,Land rover,,49900.0,kilometer,Range rover sport,Range Rover Sport 4.2 V8 SC,false,car,,,l_km_consumption
Cabriolet,anthrazit met.,,,,Zuzwil,,Aston martin,,31800.0,kilometer,Db9,DB9 Volante,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Porsche,,34400.0,kilometer,911,911 Carrera Cabrio,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Mercedes-benz,,166550.0,kilometer,Slk 230,SLK 230 Kompressor,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Toyota,,53100.0,kilometer,Celica,1600 GT,false,car,,,
Kombi,gray met.,,,,Zuzwil,,Audi,,59900.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Bmw,,65300.0,kilometer,330,330Ci,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,38200.0,kilometer,911,911 Carrera 4,false,car,,,l_km_consumption
Coupé,white met.,,,,Zuzwil,,Mercedes-benz,,26800.0,kilometer,S 600,S 600,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Audi,,49000.0,kilometer,A8,A8  6.0 quattro,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Lexus,,34000.0,kilometer,Gs,GS 450h,false,car,,,l_km_consumption
Kombi,red met,,,,Zuzwil,,Audi,,196300.0,kilometer,A4,A4 Avant 2.8 q.Ambition,false,car,,,l_km_consumption
SUV / Geländewagen,black,,,,Zuzwil,,Jeep,,133500.0,kilometer,Grand cherokee,Grand Cherokee 5.2 Ltd.,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Porsche,,127800.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Audi,,49900.0,kilometer,Tt,TT Roadster 1.8 T,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Porsche,,43400.0,kilometer,Boxster,Boxster S 3.2,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,39800.0,kilometer,S 65 amg,S 65 AMG L,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Porsche,,58200.0,kilometer,911,911 Carrera,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,72600.0,kilometer,Rs4,RS4 Avant quattro,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Land rover,,87000.0,kilometer,Range rover,Range Rover 4.6 HSE,false,car,,,l_km_consumption
Limousine,silver,,,,Zuzwil,,Audi,,57000.0,kilometer,S8,S8 4.2 quattro,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Mercedes-benz,,23700.0,kilometer,Clk 55 amg,CLK 55 AMG Avantgarde,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,54100.0,kilometer,911,911 GT2,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Porsche,,35500.0,kilometer,911,911 Turbo Cabrio,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ferrari,,42200.0,kilometer,612,612,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Mg,,37000.0,kilometer,,Roadster,false,car,,,
Cabriolet,gray met.,,,,Zuzwil,,Mercedes-benz,,6000.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Bmw,,65400.0,kilometer,740,740i,false,car,,,
Coupé,red,,,,Zuzwil,,Mitsubishi,,114800.0,kilometer,Starion,Starion 2000 Turbo,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Porsche,,30600.0,kilometer,911,911 Carrera 4S Cabrio,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Ferrari,,27650.0,kilometer,F360,F360 Challenge stradale,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Bmw,,64700.0,kilometer,323,E21,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Maserati,,39500.0,kilometer,Biturbo,Biturbo Spyder E,false,car,,,
Kombi,blue met.,,,,Zuzwil,,Mercedes-benz,,126000.0,kilometer,E 230,E 230 Elégance,false,car,,,l_km_consumption
Coupé,white,,,,Zuzwil,,Mercedes-benz,,73400.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Audi,,316200.0,kilometer,S3,S3 quattro,false,car,,,l_km_consumption
Pick-up,black met.,,,,Zuzwil,,Dodge,,41000.0,kilometer,Ram,SRT-10,false,car,,,
Coupé,black met.,,,,Zuzwil,,Lamborghini,,9500.0,kilometer,Murciélago,Murciélago LP670-4 SV Cpé,false,car,,,l_km_consumption
Cabriolet,blue,,,,Zuzwil,,Porsche,,78000.0,kilometer,911,911 Carrera Cabrio,false,car,,,l_km_consumption
Kombi,blue met.,,,,Zuzwil,,Audi,,49800.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Bmw-alpina,,66800.0,kilometer,6 series,B6 4.4 V8 Cabrio,false,car,,,l_km_consumption
SUV / Geländewagen,blue met.,,,,Zuzwil,,Mercedes-benz,,25100.0,kilometer,Ml 63 amg,ML 63 AMG 4Matic,false,car,,,l_km_consumption
Coupé,bordeaux met.,,,,Zuzwil,,Fiat,,9999.0,kilometer,,850 Spider,false,car,,,
Coupé,gray met.,,,,Zuzwil,,Mercedes-benz,,55900.0,kilometer,Cl 500,CL 500,false,car,,,l_km_consumption
Cabriolet,red met,,,,Zuzwil,,Jaguar,,77600.0,kilometer,Xk,XKR S/C Convertible,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Ferrari,,680.0,kilometer,458,458 Italia 4.5 V8,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Sursee,,Mercedes-benz,,500.0,kilometer,280,3.5 V8 Cabrio,false,car,,,
Limousine,white,,,,Zuzwil,,Mercedes-benz,,37500.0,kilometer,Cls 63 amg,CLS 63 AMG,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Bmw,,78700.0,kilometer,540,540i,false,car,,,l_km_consumption
Limousine,gray,,,,Zuzwil,,Mercedes-benz,,47400.0,kilometer,E 55 amg,E 55 AMG Avantgarde,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Bmw,,104650.0,kilometer,,1602,false,car,,,
SUV / Geländewagen,gray met.,,,,Zuzwil,,Porsche,,59900.0,kilometer,Cayenne,Cayenne S,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Renault,,99.0,kilometer,Clio,Rennwagen,false,car,,,
Coupé,red,,,,Zuzwil,,Mercedes-benz,,43000.0,kilometer,Sl 65 amg,BLACK SERIES,false,car,,,
Limousine,black met.,,,,Zuzwil,,Vw,,50400.0,kilometer,Phaeton,Phaeton 6.0 W12 4Motion,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Bmw,,228000.0,kilometer,323,323Ci,false,car,,,l_km_consumption
Coupé,silver,,,,Zuzwil,,Mercedes-benz,,75400.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,69100.0,kilometer,S 320,S 320,false,car,,,l_km_consumption
Cabriolet,gray,,,,Zuzwil,,Ferrari,,41000.0,kilometer,F355,F355 GTS,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Audi,,69900.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bentley,,36000.0,kilometer,Arnage,Arnage T,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,129800.0,kilometer,3.0,CSL,false,car,,,
Coupé,red,,,,Zuzwil,,Mercedes-benz,,36600.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,58000.0,kilometer,S 320,S 320,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Bmw,,8500.0,kilometer,M6,M6,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ferrari,,53600.0,kilometer,F355,F355 Berlinetta,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,127850.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Renault,,41400.0,kilometer,Alpine a110,1600 SX,false,car,,,
Cabriolet,green met.,,,,Zuzwil,,Mercedes-benz,,16300.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Mercedes-benz,,69200.0,kilometer,Cls 63 amg,CLS 63 AMG,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Ferrari,,52800.0,kilometer,456,456 GTA,false,car,,,
Cabriolet,gray met.,,,,Zuzwil,,Mercedes-benz,,55200.0,kilometer,Sl 500,SL 500 Special Edition,false,car,,,
Coupé,black,,,,Basel,,Rolls-royce,,32000.0,kilometer,Corniche,II Coupé,false,car,,,
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,45600.0,kilometer,S 63 amg,S 63 AMG L,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Porsche,,34000.0,kilometer,911,Turbo,false,car,,,
Limousine,green met.,,,,Zuzwil,,Bmw,,33600.0,kilometer,M5,M5,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw,,68500.0,kilometer,M5,M5,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Rolls-royce,,42000.0,kilometer,Corniche,Corniche,false,car,,,l_km_consumption
Coupé,gray,,,,Zuzwil,,Bugatti,,4000.0,kilometer,Eb,110 GT/SS,false,car,,,
Cabriolet,green met.,,,,Zuzwil,,Porsche,,16000.0,kilometer,911,911 Turbo S Cabrio SPEED ART 580PS,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Maserati,,8700.0,kilometer,Granturismo,GranTurismo,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Vw,,27000.0,kilometer,Eos,Eos 2.0 FSI T,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Land rover,,151300.0,kilometer,Range rover,3.5,false,car,,,
Kombi,red,,,,Zuzwil,,Audi,,112400.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro 730PS,false,car,,,l_km_consumption
Coupé,blue,,,,Zuzwil,,Porsche,,61300.0,kilometer,911,911 GT2,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,125600.0,kilometer,Sl 500,SL 500,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Bmw,,19000.0,kilometer,M5,M5,false,car,,,l_km_consumption
Kombi,white,,,,Zuzwil,,Audi,,15000.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,69200.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Cabriolet,silver,,,,Zuzwil,,Mercedes-benz,,111500.0,kilometer,Sl 500,SL 500,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,48200.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Lamborghini,,20000.0,kilometer,Gallardo,Gallardo 5.0 V10 Coupé SE,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,23900.0,kilometer,E 63 amg,E 63 AMG S 4Matic,false,car,,,l_km_consumption
Kombi,gray met.,,,,Zuzwil,,Audi,,32900.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Ford,,69377.0,kilometer,Cortina,Cortina Lotus,false,car,,,
Coupé,black met.,,,,Zuzwil,,Lamborghini,,20600.0,kilometer,Diablo,Diablo 5.7,false,car,,,
Coupé,black met.,,,,Zuzwil,,Bmw,,58300.0,kilometer,M6,M6,false,car,,,l_km_consumption
Cabriolet,white met.,,,,Zuzwil,,Mercedes-benz,,15600.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Limousine,gray,,,,Zuzwil,,Mercedes-benz,,54500.0,kilometer,S 500,S 500 L 4Matic,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,32700.0,kilometer,S 500,S 500 L,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,38700.0,kilometer,Slk 230,SLK 230 Kompressor,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Bmw-alpina,,99400.0,kilometer,3 series,B3 3.2 Coupé S.Tronic,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Mercedes-benz,,49600.0,kilometer,G 55 amg,G 55 AMG,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Ferrari,,113800.0,kilometer,612,612,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Citroen,,83800.0,kilometer,C5,C5 3.0 V6 Exclusive,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,29800.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Bmw,,14700.0,kilometer,X5,X5 4.4i,false,car,,,l_km_consumption
Kleinwagen,white,,,,Zuzwil,,Autobianchi,,9999.0,kilometer,A112,Abarth Serie II,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Bmw-alpina,,199300.0,kilometer,5 series,B7 TURBO,false,car,,,
Coupé,gray met.,,,,Zuzwil,,Porsche,,44600.0,kilometer,911,911 GT2,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,101900.0,kilometer,A4,A4 Avant 3.0 V6,false,car,,,l_km_consumption
Kombi,silver met.,,,,Zuzwil,,Audi,,46900.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Cabriolet,yellow,,,,Zuzwil,,Morgan,,7100.0,kilometer,4/4,4/4 1.8,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Bentley,,50900.0,kilometer,Continental,Continental GTC 6.0,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Land rover,,70400.0,kilometer,Range rover,Range Rover 4.6 HSE,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Lamborghini,,2100.0,kilometer,Huracan,Huracan LP610-4 Coupé,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Bmw,,157400.0,kilometer,,323 i E21,false,car,,,
Kombi,anthrazit,,,,Zuzwil,,Audi,,38500.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,green met.,,,,Porrentruy,,Lamborghini,,64800.0,kilometer,Diablo,Diablo SE 30,false,car,,,
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,66100.0,kilometer,Cls 500,CLS 500,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,4600.0,kilometer,M5,M5,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,128200.0,kilometer,911,Turbo ll 3.6,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Bentley,,19300.0,kilometer,Arnage,Arnage Red Label,false,car,,,l_km_consumption
Cabriolet,green,,,,Zuzwil,,Mclaren,,16000.0,kilometer,12c,MP4-12C Spider 3.8 V8,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,24000.0,kilometer,Sl 65 amg,SL 65 AMG,false,car,,,l_km_consumption
Cabriolet,white met.,,,,Zuzwil,,Porsche,,29800.0,kilometer,911,911 Carrera S Cabrio,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Land rover,,55800.0,kilometer,Discovery,Discovery 3.9,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Maserati,,53000.0,kilometer,Coupé gt,Coupé GT,false,car,,,l_km_consumption
Kombi,silver met.,,,,Zuzwil,,Audi,,47400.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
SUV / Geländewagen,white,,,,Zuzwil,,Mercedes-benz,,37500.0,kilometer,Ml 500,ML 500 4Matic,false,car,,,l_km_consumption
Kombi,blue met.,,,,Zuzwil,,Mercedes-benz,,83000.0,kilometer,E 320,E 320 Avantgarde,false,car,,,l_km_consumption
Cabriolet,beige met.,,,,Zuzwil,,Mercedes-benz,,34000.0,kilometer,Sl 500,SL 500,false,car,,,
SUV / Geländewagen,black met.,,,,Zuzwil,,Toyota,,240500.0,kilometer,Land cruiser,BJ 40 LT,false,car,,,
Kleinwagen,blue met.,,,,Zuzwil,,Renault,,147900.0,kilometer,Clio,Clio 2.0 16V Sport,false,car,,,l_km_consumption
Coupé,black,,,,Zuzwil,,Lamborghini,,19300.0,kilometer,Gallardo,Gallardo LP570-4 Coupé SL,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Mercedes-benz,,45000.0,kilometer,Clk 63 amg,CLK 63 AMG Black Series,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,100.0,kilometer,E 320,E 320 CDI Avantgarde,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Bmw,,41900.0,kilometer,X5,X5 4.4i,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Maserati,,49300.0,kilometer,Spyder gt,Spyder GT,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw,,69600.0,kilometer,750,750i,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Mercedes-benz,,126300.0,kilometer,Ml 350,ML 350 Inspiration,false,car,,,l_km_consumption
Cabriolet,white met.,,,,Zuzwil,,Mclaren,,12000.0,kilometer,12c,MP4-12C Cabriolet 3.8 V8,false,car,,,l_km_consumption
Coupé,blue met.,,,,Porrentruy,,Ferrari,,42500.0,kilometer,F360,F360 Modena Berlinetta,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Lamborghini,,38000.0,kilometer,Murciélago,Murciélago LP640-4 Cpé,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Audi,,94000.0,kilometer,A6,A6 2.8 Ambiente,false,car,,,l_km_consumption
SUV / Geländewagen,black,,,,Zuzwil,,Bmw,,3600.0,kilometer,X5,X5 4.4i,false,car,,,l_km_consumption
Cabriolet,gray,,,,Zuzwil,,Jaguar,,99800.0,kilometer,Xk,XK8 Convertible,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Vw,,84600.0,kilometer,Phaeton,Phaeton 3.0 TDi V6 4M,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,21300.0,kilometer,Cls 500,CLS 500,false,car,,,l_km_consumption
Kleinwagen,silver met.,,,,Zuzwil,,Renault,,147800.0,kilometer,R5,Alpine,false,car,,,
Kleinwagen,silver met.,,,,Zuzwil,,Citroen,,80500.0,kilometer,2cv,2CV6 Charleston,false,car,,,
Kombi,gray,,,,Zuzwil,,Audi,,24600.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro MTM,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,47700.0,kilometer,911,911 Carrera 4,false,car,,,l_km_consumption
Coupé,anthrazit met.,,,,Zuzwil,,Renault,,153600.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Cabriolet,red,,,,Zuzwil,,Mercedes-benz,,117900.0,kilometer,Sl 500,SL 500,false,car,,,
Cabriolet,black,,,,Zuzwil,,Mercedes-benz,,129700.0,kilometer,Sl 500,SL 500,false,car,,,
Limousine,blue,,,,Zuzwil,,Lancia,,68000.0,kilometer,Delta,Integrale EVO,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,160.0,kilometer,Slk 200,SLK 200 Kompressor,false,car,,,l_km_consumption
Limousine,yellow,,,,Zuzwil,,Audi,,103100.0,kilometer,S6,S6 quattro,false,car,,,l_km_consumption
