id,TypeName,TypeNameFull,ModelText,ModelTypeText,Properties,InteriorColorText,ConsumptionRatingText,Km,TransmissionTypeText,Seats,DriveTypeText,City,Ccm,FirstRegMonth,FirstRegYear,FuelTypeText,Co2EmissionText,Hp,Doors,BodyTypeText,ConditionTypeText,color,transmissionType,make,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
679.0,RS4 Avant 4.2 FSI quattro,AUDI RS4 Avant 4.2 FSI quattro,RS4,RS4 Avant 4.2 FSI quattro,"\"Ab MFK\", \"Direkt-/Parallelimport\"",mehrfarbig,G,34200,Automatisiertes Schaltgetriebe,5,Allrad,Zuzwil,4163,3,2013,Benzin,249 g/km,450,5,,Kombi,black met.,automatic,Audi,10.7,l/100km
191.0,RS4 Avant quattro,AUDI RS4 Avant quattro,RS4,RS4 Avant quattro,"\"Ab MFK\"",null,G,37800,Schaltgetriebe manuell,5,Allrad,Zuzwil,2671,2,2001,Benzin,288 g/km,380,5,,Kombi,blue met.,manual,Audi,12.0,l/100km
401.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,77600,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,2,2002,Benzin,309 g/km,420,2,,Coupé,green met.,manual,Porsche,12.9,l/100km
648.0,M6,BMW M6,M6,M6,"\"Ab MFK\"",schwarz,G,48000,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,4999,4,2007,Benzin,366 g/km,507,2,,Cabriolet,black met.,automatic,Bmw,15.2,l/100km
1029.0,Arnage T,BENTLEY Arnage T,ARNAGE,Arnage T,null,schwarz,G,15600,Automat,5,Hinterradantrieb,Basel,6761,3,2006,Benzin,495 g/km,457,4,,Limousine,silver met.,automatic,Bentley,20.6,l/100km
208.0,M3,BMW M3,M3,M3,"\"Ab MFK\"",braun,G,46000,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3246,3,2001,Benzin,292 g/km,343,2,,Cabriolet,bordeaux met.,manual,Bmw,12.1,l/100km
335.0,S 55 L AMG,MERCEDES-BENZ S 55 L AMG,S-CLASS,S 55 L AMG,"\"Ab MFK\", \"Tuning\"",schwarz,G,73900,Automat,5,Hinterradantrieb,Zuzwil,5439,2,2003,Benzin,317 g/km,500,4,,Limousine,gray met.,automatic,Mercedes-benz,13.2,l/100km
483.0,CL 600,MERCEDES-BENZ CL 600,CL 600,CL 600,"\"Ab MFK\"",braun,G,99999,Automat sequentiell,4,Hinterradantrieb,Zuzwil,5514,4,2007,Benzin,340 g/km,517,2,,Coupé,red,null,Mercedes-benz,14.3,l/100km
587.0,Escort 2.0i RS Cosworth,FORD Escort 2.0i RS Cosworth,ESCORT,Escort 2.0i RS Cosworth,"\"Ab MFK\", \"Tuning\"",mehrfarbig,null,11000,Schaltgetriebe manuell,5,Allrad,Zuzwil,1992,4,1994,Benzin,null,220,3,,Limousine,black,manual,Ford,null,
661.0,Roadster 3.2,YES! Roadster 3.2,,Roadster 3.2,"\"Ab MFK\"",schwarz,null,9400,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3189,9,2007,Benzin,null,255,2,,Cabriolet,black met.,manual,Yes!,null,
701.0,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,SL 65 AMG,SL 65 AMG,"\"Ab MFK\"",grau,G,15300,Automat,2,Hinterradantrieb,Zuzwil,5981,3,2005,Benzin,362 g/km,612,2,,Cabriolet,black met.,automatic,Mercedes-benz,15.1,l/100km
712.0,166 3.0 V6 24V Super,ALFA ROMEO 166 3.0 V6 24V Super,166,166 3.0 V6 24V Super,"\"Ab MFK\"",grau,null,56400,Automatik-Getriebe,5,Vorderradantrieb,Zuzwil,2959,2,1999,Benzin,296 g/km,226,4,,Limousine,black met.,null,Alfa romeo,12.5,l/100km
782.0,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic,S 350,S 350 L 4Matic,"\"Ab MFK\"",schwarz,G,110800,Automat sequentiell,5,Allrad,Zuzwil,3498,1,2010,Benzin,247 g/km,272,4,,Limousine,black met.,null,Mercedes-benz,10.6,l/100km
1130.0,320d xDrive M-Sportpaket,BMW 320d xDrive M-Sportpaket,320,320d xDrive M-Sportpaket,"\"Ab MFK\"",schwarz,D,110600,Schaltgetriebe manuell,5,Allrad,Zuzwil,1995,2,2009,Diesel,143 g/km,177,4,,Limousine,white,manual,Bmw,5.4,l/100km
427.0,S8 4.2 quattro,AUDI S8 4.2 quattro,S8,S8 4.2 quattro,"\"Ab MFK\"",beige,null,55000,Automatik-Getriebe,5,Allrad,Zuzwil,4172,7,1998,Benzin,343 g/km,340,4,,Limousine,green met.,null,Audi,14.3,l/100km
447.0,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",schwarz,G,20900,Automat,2,Hinterradantrieb,Zuzwil,5513,5,2004,Benzin,346 g/km,600,2,,Cabriolet,red,automatic,Mercedes-benz,14.4,l/100km
448.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\", \"Tuning\"",anthrazit,G,36800,Automat,2,Hinterradantrieb,Zuzwil,5439,5,2002,Benzin,340 g/km,476,2,,Cabriolet,red,automatic,Mercedes-benz,14.2,l/100km
905.0,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,12C,MP4-12C Coupé 3.8 V8,"\"Ab MFK\"",schwarz,G,19900,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3798,4,2012,Benzin,279 g/km,626,2,,Coupé,silver met.,automatic,Mclaren,12.3,l/100km
939.0,Corvette 6.2,CHEVROLET Corvette 6.2,CORVETTE,Corvette 6.2,"\"Ab MFK\"",schwarz,G,33000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,6162,3,2008,Benzin,316 g/km,437,2,,Coupé,silver met.,manual,Chevrolet,13.3,l/100km
192.0,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,CLK 55 AMG,CLK 55 AMG Avantgarde,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,null,52500,Automat,4,Hinterradantrieb,Zuzwil,5439,6,2002,Benzin,281 g/km,347,2,,Coupé,blue met.,automatic,Mercedes-benz,11.7,l/100km
193.0,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,SLK 230,SLK 230 Kompressor,"\"Ab MFK\"",schwarz,null,30500,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,2295,8,2002,Benzin,233 g/km,197,2,,Cabriolet,blue met.,null,Mercedes-benz,9.7,l/100km
322.0,CLK 430 Elégance,MERCEDES-BENZ CLK 430 Elégance,CLK 430,CLK 430 Elégance,"\"Ab MFK\"",grau,G,100,Automat,4,Hinterradantrieb,Zuzwil,4266,1,2001,Benzin,278 g/km,279,2,,Coupé,gray met.,automatic,Mercedes-benz,11.6,l/100km
561.0,540i,BMW 540i,540,540i,"\"Ab MFK\"",schwarz,null,93000,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,4398,11,1998,Benzin,292 g/km,286,4,,Limousine,black,null,Bmw,12.1,l/100km
599.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",schwarz,G,49000,Automat sequentiell,2,Hinterradantrieb,Zuzwil,5439,3,2006,Benzin,324 g/km,517,2,,Cabriolet,black,null,Mercedes-benz,13.5,l/100km
7.0,CLS 500,MERCEDES-BENZ CLS 500,CLS 500,CLS 500,"\"Ab MFK\"",schwarz,G,120900,Automat sequentiell,4,Hinterradantrieb,Zuzwil,4966,11,2004,Benzin,290 g/km,306,4,,Limousine,anthrazit met.,null,Mercedes-benz,12.1,l/100km
1006.0,SL 320,MERCEDES-BENZ SL 320,SL 320,SL 320,"\"Ab MFK\"",schwarz,null,156800,Automat,2,Hinterradantrieb,Zuzwil,3199,7,1996,Benzin,297 g/km,231,2,,Cabriolet,silver met.,automatic,Mercedes-benz,12.5,l/100km
115.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",schwarz,G,41000,Automat sequentiell,2,Hinterradantrieb,Zuzwil,5439,12,2008,Benzin,324 g/km,517,2,,Cabriolet,blue met.,null,Mercedes-benz,13.5,l/100km
342.0,Boxster S 3.2,PORSCHE Boxster S 3.2,BOXSTER,Boxster S 3.2,"\"Ab MFK\"",schwarz,G,51000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,3179,7,2000,Benzin,263 g/km,252,2,,Cabriolet,gray met.,manual,Porsche,10.7,l/100km
413.0,CSI A,BMW 633 CSI A,633,633 CSI A,"\"Ab MFK\"",mehrfarbig,null,128600,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,3208,1,1977,Benzin,null,200,2,,Coupé,green met.,null,Bmw,null,
478.0,Boxster 2.5,PORSCHE Boxster 2.5,BOXSTER,Boxster 2.5,"\"Ab MFK\"",grau,null,73200,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,2480,3,1998,Benzin,null,204,2,,Cabriolet,red,null,Porsche,9.7,l/100km
749.0,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,RS6,RS6 Avant 4.0 TFSI V8 qu,"\"Ab MFK\"",schwarz,G,6000,Automat sequentiell,5,Allrad,Zuzwil,3993,3,2013,Benzin,229 g/km,560,5,,Kombi,black met.,null,Audi,9.8,l/100km
767.0,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,SLK 32 AMG,SLK 32 AMG,"\"Ab MFK\"",schwarz,G,123400,Automat,2,Hinterradantrieb,Zuzwil,3199,8,2003,Benzin,268 g/km,354,2,,Cabriolet,black met.,automatic,Mercedes-benz,11.2,l/100km
79.0,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",schwarz,null,37000,Automat,0,Hinterradantrieb,Zuzwil,5984,3,1993,Benzin,null,394,2,,Cabriolet,blue,automatic,Mercedes-benz,null,
835.0,911 Carrera 4,PORSCHE 911 Carrera 4,911,911 Carrera 4,"\"Ab MFK\"",null,null,35100,Schaltgetriebe manuell,4,Allrad,Zuzwil,3387,4,1999,Benzin,295 g/km,300,2,,Coupé,silver,manual,Porsche,12.0,l/100km
840.0,Alpine A310 V6 VFA-2700 VAA,RENAULT Alpine A310 V6 VFA-2700 VAA,ALPINE,Alpine A310 V6 VFA-2700 VAA,"\"Ab MFK\"",schwarz,null,78000,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2664,5,1984,Benzin,null,150,2,,Coupé,silver,manual,Renault,null,
297.0,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,93500,Automat sequentiell,5,Allrad,Zuzwil,4172,1,2004,Benzin,350 g/km,450,5,,Kombi,gray met.,null,Audi,14.6,l/100km
334.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,null,74100,Automatik-Getriebe,4,Allrad,Zuzwil,3600,8,2001,Benzin,309 g/km,420,2,,Coupé,gray met.,null,Porsche,12.9,l/100km
467.0,911 Carrera 4 Ruf Turbo BTR 2 420 PS,PORSCHE 911 Carrera 4 Ruf Turbo BTR 2 420 PS,911,911 Carrera 4 Ruf Turbo BTR 2 420 PS,"\"Ab MFK\"",grün,null,96000,Schaltgetriebe manuell,4,Allrad,Zuzwil,3598,4,1995,Benzin,null,272,2,,Coupé,red,manual,Porsche,null,
473.0,V70 2.4T,VOLVO V70 2.4T,V70,V70 2.4T,"\"Ab MFK\"",anthrazit,null,83000,Automatik-Getriebe,5,Vorderradantrieb,Zuzwil,2435,4,2002,Benzin,222 g/km,200,5,,Kombi,red,null,Volvo,9.3,l/100km
562.0,1300S Trabusa,TRABANT 1300S Trabusa,,1300S Trabusa,"\"Rennwagen\"",schwarz,null,999,Schaltgetriebe,0,Hinterradantrieb,Zuzwil,1299,1,2009,Benzin,null,0,0,,Limousine,black,manual,Trabant,null,
666.0,Shooting Brake,ASTON MARTIN LAGONDA Shooting Brake,LAGONDA,LAGONDA Shooting Brake,"\"Ab MFK\"",grau,null,39000,Automatik-Getriebe,4,Hinterradantrieb,Safenwil,5340,3,1987,Benzin,null,300,4,,Kombi,black met.,null,Aston martin,null,
768.0,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8,5 SERIES,B5 BiTurbo 4.4 V8,"\"Ab MFK\"",schwarz,G,19100,Automat sequentiell,5,Hinterradantrieb,Zuzwil,4395,5,2012,Benzin,221 g/km,540,4,,Limousine,black met.,null,Bmw-alpina,9.5,l/100km
1150.0,M5,BMW M5,M5,M5,"\"Ab MFK\"",schwarz,null,39700,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,4941,10,1998,Benzin,336 g/km,400,4,,Limousine,white met.,manual,Bmw,13.9,l/100km
264.0,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",braun,G,28000,Automat,5,Allrad,Zuzwil,4806,8,2008,Benzin,358 g/km,500,5,,SUV / Geländewagen,gray,automatic,Porsche,14.9,l/100km
655.0,730d,BMW 730d,730,730d,"\"Ab MFK\"",beige,G,62000,Automat sequentiell,5,Hinterradantrieb,Zuzwil,2993,11,2007,Diesel,210 g/km,231,4,,Limousine,black met.,null,Bmw,7.9,l/100km
709.0,Continental GT 6.0,BENTLEY Continental GT 6.0,CONTINENTAL,Continental GT 6.0,"\"Ab MFK\"",grau,G,142000,Automat sequentiell,4,Allrad,Zuzwil,5998,5,2005,Benzin,396 g/km,560,2,,Coupé,black met.,null,Bentley,16.6,l/100km
995.0,CLS 350 CGI,MERCEDES-BENZ CLS 350 CGI,CLS 350,CLS 350 CGI,"\"Ab MFK\"",schwarz,G,25300,Automat sequentiell,4,Hinterradantrieb,Zuzwil,3498,1,2010,Benzin,222 g/km,292,4,,Limousine,silver met.,null,Mercedes-benz,9.3,l/100km
1143.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",rot,G,81000,Automat,2,Hinterradantrieb,Zuzwil,5439,1,2003,Benzin,340 g/km,500,2,,Cabriolet,white met.,automatic,Mercedes-benz,14.2,l/100km
27.0,Turbo R,BENTLEY Turbo R,TURBO,Turbo R,"\"Ab MFK\"",blau,null,112500,Automat,5,Hinterradantrieb,Zuzwil,6749,4,1990,Benzin,null,320,4,,Limousine,anthrazit met.,automatic,Bentley,null,
671.0,Mk. I,ROLLS-ROYCE Silver Spirit Mk. I,Silver Spirit,Silver Spirit Mk. I,"\"Ab MFK\"",mehrfarbig,null,99300,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,6750,4,1983,Benzin,null,201,4,,Limousine,black met.,null,Rolls-royce,null,
221.0,Targa,PORSCHE 911 Targa,911,911 Targa,"\"Ab MFK\"",schwarz,null,96000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,2687,11,1971,Benzin,null,150,2,,Cabriolet,yellow,manual,Porsche,null,
641.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\"",weiss,G,38500,Automat sequentiell,5,Allrad,Zuzwil,4991,5,2008,Benzin,333 g/km,580,5,,Kombi,black met.,null,Audi,14.0,l/100km
667.0,SL 500,MERCEDES-BENZ SL 500,SL 500,SL 500,"\"Ab MFK\"",anthrazit,G,20500,Automat,2,Hinterradantrieb,Zuzwil,4966,11,2001,Benzin,304 g/km,306,2,,Cabriolet,black met.,automatic,Mercedes-benz,12.7,l/100km
68.0,1600 SX,RENAULT Alpine A110 1600 SX,Alpine A110,Alpine A110 1600 SX,"\"Ab MFK\"",schwarz,null,60000,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,1635,7,1976,Benzin,null,120,2,,Coupé,blue,manual,Renault,null,
719.0,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,MURCIÉLAGO,Murciélago 6.2 Coupé,"\"Ab MFK\"",schwarz,G,13500,Schaltgetriebe manuell,2,Allrad,Zuzwil,6192,6,2003,Benzin,500 g/km,580,2,,Coupé,black met.,manual,Lamborghini,21.5,l/100km
105.0,F12 Berlinetta,FERRARI F12 Berlinetta,F12,F12 Berlinetta,"\"Direkt-/Parallelimport\"",braun,G,12000,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,6262,1,2013,Benzin,350 g/km,736,3,,Coupé,blue met.,automatic,Ferrari,15.0,l/100km
218.0,M5,BMW M5,M5,M5,null,beige,G,3000,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4999,4,2005,Benzin,357 g/km,503,4,,Limousine,yellow,automatic,Bmw,14.8,l/100km
291.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\", \"Tuning\"",schwarz,G,36700,Automat sequentiell,5,Allrad,Zuzwil,4991,6,2008,Benzin,333 g/km,580,5,,Kombi,gray met.,null,Audi,14.0,l/100km
394.0,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,CONTINENTAL,Continental Supersports Conv.,"\"Ab MFK\"",mehrfarbig,G,15000,Automat sequentiell,2,Allrad,Zuzwil,5998,9,2010,Benzin,388 g/km,630,2,,Cabriolet,green met.,null,Bentley,16.7,l/100km
469.0,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,911,911 Turbo Cabrio,"\"Ab MFK\", \"Tuning\"",schwarz,G,14400,Schaltgetriebe manuell,2,Allrad,Zuzwil,3600,1,2004,Benzin,309 g/km,420,2,,Cabriolet,red,manual,Porsche,12.9,l/100km
57.0,Alpine A310 V6,RENAULT Alpine A310 V6,ALPINE,Alpine A310 V6,"\"Ab MFK\"",mehrfarbig,null,108000,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2664,4,1980,Benzin,null,150,2,,Coupé,blue,manual,Renault,null,
1024.0,A8 4.2 quattro,AUDI A8 4.2 quattro,A8,A8 4.2 quattro,"\"Ab MFK\"",grau,G,35100,Automat sequentiell,5,Allrad,Zuzwil,4172,8,2002,Benzin,288 g/km,335,4,,Limousine,silver met.,null,Audi,12.0,l/100km
769.0,Diablo 5.7,LAMBORGHINI Diablo 5.7,DIABLO,Diablo 5.7,null,mehrfarbig,null,55000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,5707,4,1997,Benzin,null,492,2,,Coupé,black met.,manual,Lamborghini,null,
893.0,Corniche,ROLLS-ROYCE Corniche,CORNICHE,Corniche,"\"Ab MFK\"",beige,G,38000,Automat,4,Hinterradantrieb,Zuzwil,6761,7,2001,Benzin,456 g/km,329,2,,Cabriolet,silver met.,automatic,Rolls-royce,19.0,l/100km
1074.0,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,E 50 AMG,E 50 AMG Avantgarde,"\"Ab MFK\"",schwarz,null,67400,Automat,5,Hinterradantrieb,Zuzwil,4973,3,1997,Benzin,315 g/km,347,4,,Limousine,violet met.,automatic,Mercedes-benz,13.5,l/100km
237.0,R5 Turbo 2,RENAULT R5 Turbo 2,R5,R5 Turbo 2,null,beige,null,59900,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,1397,5,1985,Benzin,null,160,3,,Kleinwagen,gold met.,manual,Renault,null,
630.0,Gallardo Superleggera,LAMBORGHINI Gallardo Superleggera,GALLARDO,Gallardo Superleggera,"\"Ab MFK\"",schwarz,G,42000,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,4961,6,2007,Benzin,400 g/km,530,2,,Coupé,black met.,automatic,Lamborghini,17.0,l/100km
800.0,525i,BMW 525i,525,525i,"\"Ab MFK\"",beige,null,125900,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,2494,2,2002,Benzin,225 g/km,193,4,,Limousine,black met.,null,Bmw,9.4,l/100km
941.0,328i Coupé,BMW 328i Coupé,328,328i Coupé,"\"Ab MFK\"",beige,null,69800,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,2792,8,1996,Benzin,null,193,2,,Coupé,silver met.,manual,Bmw,9.2,l/100km
1075.0,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV,DIABLO,Diablo 5.7 SV,null,bordeaux,null,44500,Schaltgetriebe manuell,2,Hinterradantrieb,Porrentruy,5707,1,1999,Benzin,575 g/km,530,2,,Coupé,violet met.,manual,Lamborghini,24.9,l/100km
143.0,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,S 65 AMG,S 65 AMG L,"\"Ab MFK\"",schwarz,G,68800,Automat sequentiell,5,Hinterradantrieb,Zuzwil,5981,8,2006,Benzin,355 g/km,612,4,,Limousine,blue met.,null,Mercedes-benz,14.8,l/100km
187.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\"",schwarz,G,46000,Automat sequentiell,5,Allrad,Zuzwil,4991,7,2008,Benzin,333 g/km,700,5,,Kombi,blue met.,null,Audi,14.0,l/100km
201.0,SL 300,MERCEDES-BENZ SL 300,SL 300,SL 300,"\"Ab MFK\"",schwarz,null,63600,Automat,2,Hinterradantrieb,Zuzwil,2959,6,1993,Benzin,null,231,2,,Cabriolet,bordeaux met.,automatic,Mercedes-benz,null,
24.0,Veyron 16.4,BUGATTI Veyron 16.4,,Veyron 16.4,null,anthrazit,null,20000,Automatik-Getriebe,2,Allrad,Sursee,7993,7,2008,Benzin,null,1001,2,,Coupé,anthrazit met.,null,Bugatti,null,
659.0,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",beige,G,13900,Automat,2,Hinterradantrieb,Zuzwil,5513,5,2003,Benzin,346 g/km,500,2,,Cabriolet,black met.,automatic,Mercedes-benz,14.4,l/100km
703.0,Rennwagen,NISSAN Skyline Rennwagen,Skyline,Skyline Rennwagen,"\"Tuning\"",null,null,15000,Schaltgetriebe,2,Allrad,Zuzwil,2568,1,2002,Benzin,null,800,2,,Coupé,black met.,manual,Nissan,null,
810.0,XKR 5.0 V8 SC,JAGUAR XKR 5.0 V8 SC,XK,XKR 5.0 V8 SC,"\"Ab MFK\"",schwarz,G,49500,Automat sequentiell,4,Hinterradantrieb,Zuzwil,5000,3,2009,Benzin,292 g/km,510,2,,Cabriolet,black met.,null,Jaguar,12.5,l/100km
824.0,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC,,HPU Hurricane TC,null,null,null,100,Schaltgetriebe,0,Hinterradantrieb,Zuzwil,1449,4,2006,Benzin,null,0,0,,,black met.,manual,Harley-davidson,null,
873.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,null,schwarz,null,60500,Automatik-Getriebe,4,Allrad,Zuzwil,3600,12,2000,Benzin,309 g/km,420,2,,Coupé,silver met.,null,Porsche,12.9,l/100km
142.0,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL,GALLARDO,Gallardo LP570-4 Coupé SL,"\"Ab MFK\"",schwarz,G,18000,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,5204,3,2011,Benzin,319 g/km,570,2,,Coupé,blue met.,automatic,Lamborghini,13.5,l/100km
348.0,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,S 65 AMG,S 65 AMG L,"\"Ab MFK\"",grau,G,130000,Automat sequentiell,5,Hinterradantrieb,Zuzwil,5981,9,2006,Benzin,355 g/km,612,4,,Limousine,gray met.,null,Mercedes-benz,14.8,l/100km
386.0,348 tb,FERRARI 348 tb,348,348 tb,"\"Ab MFK\"",beige,null,34000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,3402,3,1994,Benzin,null,286,2,,Coupé,green,manual,Ferrari,null,
21.0,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,27900,Automat sequentiell,5,Allrad,Zuzwil,4172,7,2003,Benzin,350 g/km,450,5,,Kombi,anthrazit met.,null,Audi,14.6,l/100km
256.0,F360 Spider,FERRARI F360 Spider,F360,F360 Spider,"\"Ab MFK\"",blau,G,16600,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,3586,9,2002,Benzin,440 g/km,400,2,,Cabriolet,gray,manual,Ferrari,19.3,l/100km
385.0,S 600,MERCEDES-BENZ S 600,S 600,S 600,"\"Ab MFK\"",schwarz,null,88500,Automat,4,Hinterradantrieb,Zuzwil,5984,3,1996,Benzin,null,394,2,,Coupé,green,automatic,Mercedes-benz,null,
492.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",beige,null,29000,Automatik-Getriebe,4,Allrad,Zuzwil,3600,1,2002,Benzin,309 g/km,420,2,,Coupé,red,null,Porsche,12.9,l/100km
558.0,E 63 AMG,MERCEDES-BENZ E 63 AMG,E 63 AMG,E 63 AMG,"\"Ab MFK\"",schwarz,G,7400,Automat sequentiell,5,Hinterradantrieb,Zuzwil,6209,3,2010,Benzin,295 g/km,525,4,,Limousine,black,null,Mercedes-benz,12.6,l/100km
687.0,GallardoLP570-4CpéTecnica,LAMBORGHINI GallardoLP570-4CpéTecnica,GALLARDO,GallardoLP570-4CpéTecnica,"\"Ab MFK\"",schwarz,G,1700,Automat sequentiell,2,Allrad,St. Gallen,5204,9,2014,Benzin,319 g/km,570,2,,Coupé,black met.,null,Lamborghini,13.5,l/100km
771.0,320d Touring,BMW 320d Touring,320,320d Touring,"\"Ab MFK\"",anthrazit,F,162000,Automat,5,Hinterradantrieb,Zuzwil,1995,8,2007,Diesel,184 g/km,163,5,,Kombi,black met.,automatic,Bmw,6.9,l/100km
1055.0,1600S,RENAULT Alpine A110 1600S,Alpine A110,Alpine A110 1600S,"\"Ab MFK\"",beige,null,57700,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,1564,3,1970,Benzin,null,124,2,,Coupé,silver met.,manual,Renault,null,
271.0,535i Touring,BMW 535i Touring,535,535i Touring,"\"Ab MFK\"",beige,F,76500,Automat sequentiell,5,Hinterradantrieb,Zuzwil,2979,7,2011,Benzin,179 g/km,306,5,,Kombi,gray met.,null,Bmw,7.7,l/100km
442.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,null,9650,Automatik-Getriebe,4,Allrad,Zuzwil,3600,7,2008,Benzin,307 g/km,480,2,,Coupé,red,null,Porsche,12.8,l/100km
531.0,X5 4.4i,BMW X5 4.4i,X5,X5 4.4i,"\"Ab MFK\"",grau,G,66800,Automat sequentiell,5,Allrad,Zuzwil,4398,5,2003,Benzin,335 g/km,286,5,,SUV / Geländewagen,black,null,Bmw,13.9,l/100km
625.0,G 63 AMG,MERCEDES-BENZ G 63 AMG,G 63 AMG,G 63 AMG,"\"Ab MFK\"",schwarz,G,28100,Automat sequentiell,5,Allrad,Zuzwil,5461,4,2013,Benzin,322 g/km,544,5,,SUV / Geländewagen,black met.,null,Mercedes-benz,13.8,l/100km
670.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,CONTINENTAL,Continental FlyingSpur6.0,"\"Ab MFK\"",schwarz,G,28000,Automat sequentiell,5,Allrad,Zuzwil,5998,2,2007,Benzin,396 g/km,560,4,,Limousine,black met.,null,Bentley,17.0,l/100km
